repeat,cell,reload,peers_total,peers_changed,peers_stable,prefixes,completion_p50_s,completion_p95_s,completion_max_s,changed_maxgap_p50_ms,changed_maxgap_p95_ms,changed_maxgap_max_ms,all_observer_maxgap_p50_ms,all_observer_maxgap_p95_ms,all_observer_maxgap_max_ms,changed_first_generation_update_p50_ms,changed_first_generation_update_p95_ms,changed_first_generation_update_max_ms,rss_before_mib,rss_after_mib,stable_marker_peers,sessions_up,parse_errors
A,rustbgpd-sighup-grouped-control,1,320,320,0,183040,1.693067,1.756129,1.761751,176.476,204.986,232.406,176.476,204.986,232.406,1584.090,1612.457,1639.875,762,1246,0,320,0
A,rustbgpd-sighup-grouped-control,2,320,320,0,183040,4.450088,4.524275,4.528821,2882.434,2936.244,3036.415,2882.434,2936.244,3036.415,4344.721,4398.211,4498.453,1163,1672,0,320,0
A,rustbgpd-sighup-grouped-control,3,320,320,0,183040,4.489218,4.553639,4.558584,2983.381,3019.569,3082.147,2983.381,3019.569,3082.147,4374.357,4409.779,4473.257,1443,1949,0,320,0
A,rustbgpd-sighup-grouped-control,4,320,320,0,183040,4.514966,4.577547,4.589588,2973.918,3079.228,3141.970,2973.918,3079.228,3141.970,4403.790,4509.125,4571.369,1449,1982,0,320,0
B,rustbgpd-sighup-grouped-control,1,320,320,0,183040,1.709513,1.797517,1.828386,155.486,202.530,223.593,155.486,202.530,223.593,1589.221,1636.396,1657.322,762,1308,0,320,0
B,rustbgpd-sighup-grouped-control,2,320,320,0,183040,4.595523,4.679078,4.690919,3009.271,3135.928,3235.562,3009.271,3135.928,3235.562,4449.510,4576.205,4675.437,1186,1694,0,320,0
B,rustbgpd-sighup-grouped-control,3,320,320,0,183040,4.496090,4.564016,4.570381,2967.078,3037.838,3083.135,2967.078,3037.838,3083.135,4360.731,4431.555,4476.592,1466,1965,0,320,0
B,rustbgpd-sighup-grouped-control,4,320,320,0,183040,4.647839,4.724715,4.733318,2980.541,3098.121,3139.690,2980.541,3098.121,3139.690,4507.157,4624.395,4666.005,1445,2010,0,320,0
