ts_unix,elapsed_sec,pe1_rss_mb,pe2_rss_mb,pe1_df_role,pe2_df_role,pe1_df_changes,pe2_df_changes,pe1_bum_flags,pe2_bum_flags,pe2_running
1778447157,20466,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778447217,20526,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778447278,20587,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778447338,20647,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778447400,20709,13.9453,10.0352,NaN,NaN,NaN,NaN,df,df,1
1778447460,20769,13.9453,10.0352,NaN,NaN,NaN,NaN,df,df,1
1778447521,20830,13.9453,11.6094,NaN,NaN,NaN,NaN,df,df,1
1778447581,20890,13.9453,11.6094,NaN,NaN,NaN,NaN,df,df,1
1778447642,20951,13.9453,11.6094,NaN,NaN,NaN,NaN,df,df,1
1778447702,21011,13.9453,11.6094,NaN,NaN,NaN,NaN,df,df,1
1778447763,21072,13.9453,11.6094,NaN,NaN,NaN,NaN,df,df,1
1778447823,21132,13.9453,11.6094,NaN,NaN,NaN,NaN,df,df,1
1778447884,21193,13.9453,11.6094,NaN,NaN,NaN,NaN,df,df,1
1778447944,21253,13.9453,11.6094,NaN,NaN,NaN,NaN,df,df,1
1778448010,21319,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778448070,21379,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778448130,21439,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778448191,21500,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778448251,21560,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778448311,21620,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778448372,21681,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778448432,21741,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778448493,21802,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778448553,21862,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778448615,21924,13.9453,10.0664,NaN,NaN,NaN,NaN,df,df,1
1778448675,21984,13.9453,10.0664,NaN,NaN,NaN,NaN,df,df,1
1778448736,22045,13.9453,10.0664,NaN,NaN,NaN,NaN,df,df,1
1778448796,22105,13.9453,10.0664,NaN,NaN,NaN,NaN,df,df,1
1778448856,22165,13.9453,10.0664,NaN,NaN,NaN,NaN,df,df,1
1778448917,22226,13.9453,10.0664,NaN,NaN,NaN,NaN,df,df,1
1778448977,22286,13.9453,10.0664,NaN,NaN,NaN,NaN,df,df,1
1778449038,22347,13.9453,10.0664,NaN,NaN,NaN,NaN,df,df,1
1778449098,22407,13.9453,10.0664,NaN,NaN,NaN,NaN,df,df,1
1778449159,22468,13.9453,10.7305,NaN,NaN,NaN,NaN,df,df,1
1778449224,22533,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778449285,22594,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778449345,22654,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778449405,22714,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778449466,22775,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778449526,22835,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778449587,22896,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778449647,22956,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778449707,23016,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778449768,23077,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778449829,23138,13.9453,11.1523,NaN,NaN,NaN,NaN,df,df,1
1778449890,23199,13.9453,11.1523,NaN,NaN,NaN,NaN,df,df,1
1778449950,23259,13.9453,11.1523,NaN,NaN,NaN,NaN,df,df,1
1778450011,23320,13.9453,11.1523,NaN,NaN,NaN,NaN,df,df,1
1778450071,23380,13.9453,11.1523,NaN,NaN,NaN,NaN,df,df,1
1778450132,23441,13.9453,11.1523,NaN,NaN,NaN,NaN,df,df,1
1778450192,23501,13.9453,11.1523,NaN,NaN,NaN,NaN,df,df,1
1778450253,23562,13.9453,11.1523,NaN,NaN,NaN,NaN,df,df,1
1778450313,23622,13.9453,11.1523,NaN,NaN,NaN,NaN,df,df,1
1778450374,23683,13.9453,11.1523,NaN,NaN,NaN,NaN,df,df,1
1778450439,23748,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778450500,23809,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778450560,23869,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778450620,23929,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778450681,23990,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778450741,24050,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778450801,24110,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778450862,24171,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778450922,24231,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778450982,24291,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778451044,24353,13.9453,10.3203,NaN,NaN,NaN,NaN,df,df,1
1778451105,24414,13.9453,10.3203,NaN,NaN,NaN,NaN,df,df,1
1778451165,24474,13.9453,10.3203,NaN,NaN,NaN,NaN,df,df,1
1778451226,24535,13.9453,10.3203,NaN,NaN,NaN,NaN,df,df,1
1778451286,24595,13.9453,10.3203,NaN,NaN,NaN,NaN,df,df,1
1778451346,24655,13.9453,10.3203,NaN,NaN,NaN,NaN,df,df,1
1778451407,24716,13.9453,10.3203,NaN,NaN,NaN,NaN,df,df,1
1778451467,24776,13.9453,10.3203,NaN,NaN,NaN,NaN,df,df,1
1778451528,24837,13.9453,10.3203,NaN,NaN,NaN,NaN,df,df,1
1778451588,24897,13.9453,10.3203,NaN,NaN,NaN,NaN,df,df,1
1778451654,24963,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778451714,25023,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778451775,25084,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778451835,25144,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778451895,25204,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778451956,25265,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778452016,25325,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778452076,25385,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778452137,25446,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778452197,25506,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778452259,25568,13.9453,10.2031,NaN,NaN,NaN,NaN,df,df,1
1778452319,25628,13.9453,11.3711,NaN,NaN,NaN,NaN,df,df,1
1778452380,25689,13.9453,11.3711,NaN,NaN,NaN,NaN,df,df,1
1778452440,25749,13.9453,11.918,NaN,NaN,NaN,NaN,df,df,1
1778452500,25809,13.9453,11.918,NaN,NaN,NaN,NaN,df,df,1
1778452561,25870,13.9453,11.918,NaN,NaN,NaN,NaN,df,df,1
1778452621,25930,13.9453,11.918,NaN,NaN,NaN,NaN,df,df,1
1778452682,25991,13.9453,11.918,NaN,NaN,NaN,NaN,df,df,1
1778452742,26051,13.9453,11.918,NaN,NaN,NaN,NaN,df,df,1
1778452803,26112,13.9453,11.918,NaN,NaN,NaN,NaN,df,df,1
1778452869,26178,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778452929,26238,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778452989,26298,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778453050,26359,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778453110,26419,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778453170,26479,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778453231,26540,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778453291,26600,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778453351,26660,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778453412,26721,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778453473,26782,13.9453,11.5078,NaN,NaN,NaN,NaN,df,df,1
1778453534,26843,13.9453,11.5078,NaN,NaN,NaN,NaN,df,df,1
1778453594,26903,13.9453,11.9961,NaN,NaN,NaN,NaN,df,df,1
1778453655,26964,13.9453,11.9961,NaN,NaN,NaN,NaN,df,df,1
1778453715,27024,13.9453,11.9961,NaN,NaN,NaN,NaN,df,df,1
1778453776,27085,13.9453,11.9961,NaN,NaN,NaN,NaN,df,df,1
1778453836,27145,13.9453,11.9961,NaN,NaN,NaN,NaN,df,df,1
1778453897,27206,13.9453,11.9961,NaN,NaN,NaN,NaN,df,df,1
1778453957,27266,13.9453,11.9961,NaN,NaN,NaN,NaN,df,df,1
1778454018,27327,13.9453,11.9961,NaN,NaN,NaN,NaN,df,df,1
1778454083,27392,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778454144,27453,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778454204,27513,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778454264,27573,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778454325,27634,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778454385,27694,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778454445,27754,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778454506,27815,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778454566,27875,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778454626,27935,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778454689,27998,13.9453,11.5898,NaN,NaN,NaN,NaN,df,df,1
1778454749,28058,13.9453,11.5898,NaN,NaN,NaN,NaN,df,df,1
1778454810,28119,13.9453,11.5898,NaN,NaN,NaN,NaN,df,df,1
1778454870,28179,13.9453,11.5898,NaN,NaN,NaN,NaN,df,df,1
1778454930,28239,13.9453,11.5898,NaN,NaN,NaN,NaN,df,df,1
1778454991,28300,13.9453,11.5898,NaN,NaN,NaN,NaN,df,df,1
1778455051,28360,13.9453,12.0781,NaN,NaN,NaN,NaN,df,df,1
1778455112,28421,13.9453,12.0781,NaN,NaN,NaN,NaN,df,df,1
1778455172,28481,13.9453,12.0781,NaN,NaN,NaN,NaN,df,df,1
1778455233,28542,13.9453,12.0781,NaN,NaN,NaN,NaN,df,df,1
1778455298,28607,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778455359,28668,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778455419,28728,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778455479,28788,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778455540,28849,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778455600,28909,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778455661,28970,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778455721,29030,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778455781,29090,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778455842,29151,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778455903,29212,13.9453,11.5898,NaN,NaN,NaN,NaN,df,df,1
1778455964,29273,13.9453,11.5898,NaN,NaN,NaN,NaN,df,df,1
1778456024,29333,13.9453,11.5898,NaN,NaN,NaN,NaN,df,df,1
1778456085,29394,13.9453,11.5898,NaN,NaN,NaN,NaN,df,df,1
1778456145,29454,13.9453,11.5898,NaN,NaN,NaN,NaN,df,df,1
1778456206,29515,13.9453,11.5898,NaN,NaN,NaN,NaN,df,df,1
1778456266,29575,13.9453,11.5898,NaN,NaN,NaN,NaN,df,df,1
1778456326,29635,13.9453,11.5898,NaN,NaN,NaN,NaN,df,df,1
1778456387,29696,13.9453,11.5898,NaN,NaN,NaN,NaN,df,df,1
1778456447,29756,13.9453,11.5898,NaN,NaN,NaN,NaN,df,df,1
1778456513,29822,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778456573,29882,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778456634,29943,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778456694,30003,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778456755,30064,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778456815,30124,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778456875,30184,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778456936,30245,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778456996,30305,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778457056,30365,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778457118,30427,13.9453,10.2148,NaN,NaN,NaN,NaN,df,df,1
1778457178,30487,13.9453,10.2148,NaN,NaN,NaN,NaN,df,df,1
1778457239,30548,13.9453,10.2148,NaN,NaN,NaN,NaN,df,df,1
1778457299,30608,13.9453,11.4062,NaN,NaN,NaN,NaN,df,df,1
1778457360,30669,13.9453,11.4062,NaN,NaN,NaN,NaN,df,df,1
1778457420,30729,13.9453,11.4062,NaN,NaN,NaN,NaN,df,df,1
1778457481,30790,13.9453,11.4062,NaN,NaN,NaN,NaN,df,df,1
1778457541,30850,13.9453,11.8945,NaN,NaN,NaN,NaN,df,df,1
1778457602,30911,13.9453,11.8945,NaN,NaN,NaN,NaN,df,df,1
1778457662,30971,13.9453,11.8945,NaN,NaN,NaN,NaN,df,df,1
1778457728,31037,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778457788,31097,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778457849,31158,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778457909,31218,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778457969,31278,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778458030,31339,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778458090,31399,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778458150,31459,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778458211,31520,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778458271,31580,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778458333,31642,13.9453,11.5508,NaN,NaN,NaN,NaN,df,df,1
1778458393,31702,13.9453,11.5508,NaN,NaN,NaN,NaN,df,df,1
1778458454,31763,13.9453,11.5508,NaN,NaN,NaN,NaN,df,df,1
1778458514,31823,13.9453,11.5508,NaN,NaN,NaN,NaN,df,df,1
1778458575,31884,13.9453,11.5508,NaN,NaN,NaN,NaN,df,df,1
1778458635,31944,13.9453,11.5508,NaN,NaN,NaN,NaN,df,df,1
1778458696,32005,13.9453,11.5508,NaN,NaN,NaN,NaN,df,df,1
1778458756,32065,13.9453,11.5508,NaN,NaN,NaN,NaN,df,df,1
1778458817,32126,13.9453,12.0977,NaN,NaN,NaN,NaN,df,df,1
1778458877,32186,13.9453,12.0977,NaN,NaN,NaN,NaN,df,df,1
1778458943,32252,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778459003,32312,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778459063,32372,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778459124,32433,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778459184,32493,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778459244,32553,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778459305,32614,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778459365,32674,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778459425,32734,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778459486,32795,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778459548,32857,13.9453,11.4336,NaN,NaN,NaN,NaN,df,df,1
1778459608,32917,13.9453,12.707,NaN,NaN,NaN,NaN,df,df,1
1778459669,32978,13.9453,12.707,NaN,NaN,NaN,NaN,df,df,1
1778459729,33038,13.9453,12.707,NaN,NaN,NaN,NaN,df,df,1
1778459790,33099,13.9453,12.707,NaN,NaN,NaN,NaN,df,df,1
1778459850,33159,13.9453,12.707,NaN,NaN,NaN,NaN,df,df,1
1778459911,33220,13.9453,12.707,NaN,NaN,NaN,NaN,df,df,1
1778459971,33280,13.9453,12.707,NaN,NaN,NaN,NaN,df,df,1
1778460031,33340,13.9453,12.707,NaN,NaN,NaN,NaN,df,df,1
1778460092,33401,13.9453,12.707,NaN,NaN,NaN,NaN,df,df,1
1778460158,33467,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778460218,33527,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778460278,33587,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778460339,33648,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778460399,33708,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778460459,33768,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778460520,33829,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778460580,33889,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778460640,33949,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778460701,34010,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778460762,34071,13.9453,10.2773,NaN,NaN,NaN,NaN,df,df,1
1778460823,34132,13.9453,10.2773,NaN,NaN,NaN,NaN,df,df,1
1778460883,34192,13.9453,10.2773,NaN,NaN,NaN,NaN,df,df,1
1778460944,34253,13.9453,10.2773,NaN,NaN,NaN,NaN,df,df,1
1778461004,34313,13.9453,10.2773,NaN,NaN,NaN,NaN,df,df,1
1778461065,34374,13.9453,10.2773,NaN,NaN,NaN,NaN,df,df,1
1778461125,34434,13.9453,10.2773,NaN,NaN,NaN,NaN,df,df,1
1778461186,34495,13.9453,10.2773,NaN,NaN,NaN,NaN,df,df,1
1778461246,34555,13.9453,10.2773,NaN,NaN,NaN,NaN,df,df,1
1778461307,34616,13.9453,10.2773,NaN,NaN,NaN,NaN,df,df,1
1778461372,34681,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778461433,34742,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778461493,34802,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778461553,34862,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778461614,34923,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778461674,34983,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778461734,35043,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778461795,35104,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778461855,35164,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778461915,35224,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778461977,35286,13.9453,10.043,NaN,NaN,NaN,NaN,df,df,1
1778462038,35347,13.9453,10.043,NaN,NaN,NaN,NaN,df,df,1
1778462098,35407,13.9453,10.043,NaN,NaN,NaN,NaN,df,df,1
1778462158,35467,13.9453,11.5273,NaN,NaN,NaN,NaN,df,df,1
1778462219,35528,13.9453,11.5273,NaN,NaN,NaN,NaN,df,df,1
1778462279,35588,13.9453,11.5273,NaN,NaN,NaN,NaN,df,df,1
1778462340,35649,13.9453,12.0742,NaN,NaN,NaN,NaN,df,df,1
1778462400,35709,13.9453,12.0742,NaN,NaN,NaN,NaN,df,df,1
1778462461,35770,13.9453,12.0742,NaN,NaN,NaN,NaN,df,df,1
1778462521,35830,13.9453,12.0742,NaN,NaN,NaN,NaN,df,df,1
1778462587,35896,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778462647,35956,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778462708,36017,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778462768,36077,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778462829,36138,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778462889,36198,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778462949,36258,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778463010,36319,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778463070,36379,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778463130,36439,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778463192,36501,13.9453,10.3047,NaN,NaN,NaN,NaN,df,df,1
1778463252,36561,13.9453,10.3047,NaN,NaN,NaN,NaN,df,df,1
1778463313,36622,13.9453,11.8477,NaN,NaN,NaN,NaN,df,df,1
1778463373,36682,13.9453,12.9648,NaN,NaN,NaN,NaN,df,df,1
1778463434,36743,13.9453,12.9648,NaN,NaN,NaN,NaN,df,df,1
1778463494,36803,13.9453,12.9648,NaN,NaN,NaN,NaN,df,df,1
1778463555,36864,13.9453,12.9648,NaN,NaN,NaN,NaN,df,df,1
1778463615,36924,13.9453,12.9648,NaN,NaN,NaN,NaN,df,df,1
1778463676,36985,13.9453,12.9648,NaN,NaN,NaN,NaN,df,df,1
1778463736,37045,13.9453,12.9648,NaN,NaN,NaN,NaN,df,df,1
1778463802,37111,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778463862,37171,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778463923,37232,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778463983,37292,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778464043,37352,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778464104,37413,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778464164,37473,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778464224,37533,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778464285,37594,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778464345,37654,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778464407,37716,13.9453,12.2422,NaN,NaN,NaN,NaN,df,df,1
1778464467,37776,13.9453,12.2422,NaN,NaN,NaN,NaN,df,df,1
1778464527,37836,13.9453,12.2422,NaN,NaN,NaN,NaN,df,df,1
1778464588,37897,13.9453,12.2422,NaN,NaN,NaN,NaN,df,df,1
1778464648,37957,13.9453,12.2422,NaN,NaN,NaN,NaN,df,df,1
1778464709,38018,13.9453,12.2422,NaN,NaN,NaN,NaN,df,df,1
1778464769,38078,13.9453,12.2422,NaN,NaN,NaN,NaN,df,df,1
1778464830,38139,13.9453,12.2422,NaN,NaN,NaN,NaN,df,df,1
1778464890,38199,13.9453,12.2422,NaN,NaN,NaN,NaN,df,df,1
1778464951,38260,13.9453,12.2422,NaN,NaN,NaN,NaN,df,df,1
1778465016,38325,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778465077,38386,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778465137,38446,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778465198,38507,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778465258,38567,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778465318,38627,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778465379,38688,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778465439,38748,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778465499,38808,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778465560,38869,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778465621,38930,13.9453,9.92969,NaN,NaN,NaN,NaN,df,df,1
1778465682,38991,13.9453,9.92969,NaN,NaN,NaN,NaN,df,df,1
1778465742,39051,13.9453,9.92969,NaN,NaN,NaN,NaN,df,df,1
1778465803,39112,13.9453,9.92969,NaN,NaN,NaN,NaN,df,df,1
1778465863,39172,13.9453,9.92969,NaN,NaN,NaN,NaN,df,df,1
1778465924,39233,13.9453,9.92969,NaN,NaN,NaN,NaN,df,df,1
1778465984,39293,13.9453,9.92969,NaN,NaN,NaN,NaN,df,df,1
1778466044,39353,13.9453,9.92969,NaN,NaN,NaN,NaN,df,df,1
1778466105,39414,13.9453,10.418,NaN,NaN,NaN,NaN,df,df,1
1778466165,39474,13.9453,10.418,NaN,NaN,NaN,NaN,df,df,1
1778466231,39540,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778466291,39600,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778466352,39661,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778466412,39721,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778466473,39782,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778466533,39842,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778466593,39902,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778466654,39963,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778466714,40023,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778466774,40083,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778466836,40145,13.9453,11.4844,NaN,NaN,NaN,NaN,df,df,1
1778466896,40205,13.9453,11.4844,NaN,NaN,NaN,NaN,df,df,1
1778466957,40266,13.9453,11.4844,NaN,NaN,NaN,NaN,df,df,1
1778467017,40326,13.9453,11.4844,NaN,NaN,NaN,NaN,df,df,1
1778467078,40387,13.9453,11.4844,NaN,NaN,NaN,NaN,df,df,1
1778467138,40447,13.9453,11.4844,NaN,NaN,NaN,NaN,df,df,1
1778467199,40508,13.9453,11.4844,NaN,NaN,NaN,NaN,df,df,1
1778467259,40568,13.9453,11.4844,NaN,NaN,NaN,NaN,df,df,1
1778467320,40629,13.9453,11.4844,NaN,NaN,NaN,NaN,df,df,1
1778467380,40689,13.9453,11.4844,NaN,NaN,NaN,NaN,df,df,1
1778467446,40755,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778467506,40815,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778467567,40876,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778467627,40936,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778467688,40997,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778467748,41057,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778467808,41117,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778467869,41178,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
1778467929,41238,13.9453,NaN,NaN,NaN,NaN,NaN,df,mixed,0
