phase	attempt	utc	load_1m	load_1m_max	governor	required_governor	competing_process_count	competing_processes	status
grouped-withdrawal-f55d6c5f	1	2026-07-27T08:03:21Z	1.15	2.0	performance	performance	0	none	pass
