name, target, version, peers, prefixes per peer, required, received, monitor (s), elapsed (s), prefix received (s), testers (s), total time, max cpu %, max mem (GB), min idle%, min free mem (GB), flags, date,cores,Mem (GB), tester errors, failed, MSG, filters
rustbgpd,rustbgpd,rustbgpd 0.61.0,2,100000,198000,200000,0,3,1,2,12.33,39,0.207,93,100.535,,2026-07-27,64,125.29GB,1,0,,,
bird,bird,2.18+branch.master.0ee9f93bd076,2,100000,198000,200000,1,3,2,1,13.24,9,0.026,92,100.697,,2026-07-27,64,125.29GB,200000,0,,,
gobgp,gobgp,4.3.0,2,100000,198000,200000,1,6,1,5,16.48,595,0.2,83,100.424,,2026-07-27,64,125.29GB,0,0,,,
frr_c,frr_c,FRRouting 10.7.0-dev-my-manual-build (435df24cc49d) on Linux(6.17.0-35-generic).,2,100000,198000,200000,0,4,2,2,13.26,90,0.221,96,100.555,,2026-07-27,64,125.29GB,0,0,,,
