name, target, version, peers, prefixes per peer, required, received, monitor (s), elapsed (s), prefix received (s), testers (s), total time, max cpu %, max mem (GB), min idle%, min free mem (GB), flags, date,cores,Mem (GB), tester errors, failed, MSG, filters
rustbgpd,rustbgpd,rustbgpd 0.61.0,2,10000,19800,20000,0,2,1,1,8.21,7,0.047,99,101.016,,2026-07-27,64,125.29GB,1,0,,,
bird,bird,2.18+branch.master.0ee9f93bd076,2,10000,19800,20000,1,2,1,1,9.21,2,0.009,99,101.041,,2026-07-27,64,125.29GB,20000,0,,,
gobgp,gobgp,4.3.0,2,10000,19800,20000,1,3,1,2,10.33,82,0.044,97,101.008,,2026-07-27,64,125.29GB,0,0,,,
frr_c,frr_c,FRRouting 10.7.0-dev-my-manual-build (d6353e6f1ae0) on Linux(6.17.0-35-generic).,2,10000,19800,20000,0,3,2,1,9.27,6,0.037,99,101.045,,2026-07-27,64,125.29GB,0,0,,,
