phase	monotonic_seconds	utc	load_1m	governors	competitors	mem_available_kib	fd_limit	pswpin_delta	pswpout_delta	ports_free
prebuild	1348154.79	2026-07-20T03:20:50Z	0.55	64/64	none	107807960	1048576	0	0	1
postbuild	1348418.14	2026-07-20T03:25:13Z	2.34	64/64	none	106838104	1048576	0	0	1
postbuild	1348421.30	2026-07-20T03:25:16Z	2.34	64/64	none	106901892	1048576	0	0	1
postbuild	1348424.46	2026-07-20T03:25:20Z	2.23	64/64	none	106980948	1048576	0	0	1
postbuild	1348427.63	2026-07-20T03:25:23Z	2.14	64/64	none	107053364	1048576	0	0	1
postbuild	1348430.79	2026-07-20T03:25:26Z	2.14	64/64	none	107114776	1048576	0	0	1
postbuild	1348433.96	2026-07-20T03:25:29Z	2.04	64/64	none	107172772	1048576	0	0	1
postbuild	1348437.12	2026-07-20T03:25:32Z	1.96	64/64	none	107224536	1048576	0	0	1
