monotonic_seconds	utc	http_code	time_seconds
1348446.81	2026-07-20T03:25:42.439Z	200	0.004484
1348446.92	2026-07-20T03:25:42.554Z	200	0.003706
1348447.04	2026-07-20T03:25:42.673Z	200	0.009021
1348447.16	2026-07-20T03:25:42.788Z	200	0.003869
1348447.27	2026-07-20T03:25:42.904Z	200	0.003793
1348447.40	2026-07-20T03:25:43.029Z	200	0.014694
1348447.51	2026-07-20T03:25:43.143Z	200	0.002941
1348447.63	2026-07-20T03:25:43.260Z	200	0.006125
1348447.75	2026-07-20T03:25:43.378Z	200	0.007180
1348447.87	2026-07-20T03:25:43.501Z	200	0.013101
1348448.00	2026-07-20T03:25:43.631Z	200	0.018173
1348448.12	2026-07-20T03:25:43.753Z	200	0.010568
1348448.24	2026-07-20T03:25:43.868Z	200	0.004734
1348448.36	2026-07-20T03:25:43.989Z	200	0.010169
1348448.48	2026-07-20T03:25:44.111Z	200	0.010509
1348448.60	2026-07-20T03:25:44.233Z	200	0.010511
1348448.72	2026-07-20T03:25:44.350Z	200	0.006072
1348448.84	2026-07-20T03:25:44.468Z	200	0.007417
1348448.96	2026-07-20T03:25:44.590Z	200	0.010938
1348449.08	2026-07-20T03:25:44.706Z	200	0.004566
1348449.20	2026-07-20T03:25:44.827Z	200	0.009690
1348449.31	2026-07-20T03:25:44.944Z	200	0.005818
1348449.43	2026-07-20T03:25:45.063Z	200	0.008060
1348449.55	2026-07-20T03:25:45.184Z	200	0.009846
1348449.74	2026-07-20T03:25:45.370Z	200	0.074359
1348449.86	2026-07-20T03:25:45.490Z	200	0.008773
1348449.98	2026-07-20T03:25:45.607Z	200	0.007052
1348450.10	2026-07-20T03:25:45.729Z	200	0.010528
1348450.21	2026-07-20T03:25:45.843Z	200	0.002783
1348450.33	2026-07-20T03:25:45.965Z	200	0.011201
1348450.45	2026-07-20T03:25:46.082Z	200	0.006637
1348450.57	2026-07-20T03:25:46.201Z	200	0.008577
1348450.69	2026-07-20T03:25:46.315Z	200	0.003448
1348450.81	2026-07-20T03:25:46.439Z	200	0.009407
1348450.93	2026-07-20T03:25:46.558Z	200	0.007885
1348451.05	2026-07-20T03:25:46.681Z	200	0.012353
1348451.17	2026-07-20T03:25:46.801Z	200	0.008722
1348451.29	2026-07-20T03:25:46.923Z	200	0.010974
1348451.41	2026-07-20T03:25:47.044Z	200	0.010263
1348451.54	2026-07-20T03:25:47.167Z	200	0.010923
1348451.66	2026-07-20T03:25:47.289Z	200	0.010929
1348451.78	2026-07-20T03:25:47.408Z	200	0.008397
1348451.90	2026-07-20T03:25:47.533Z	200	0.013481
1348452.02	2026-07-20T03:25:47.654Z	200	0.009245
1348452.14	2026-07-20T03:25:47.771Z	200	0.005656
1348452.26	2026-07-20T03:25:47.891Z	200	0.008908
1348452.38	2026-07-20T03:25:48.013Z	200	0.009898
1348452.51	2026-07-20T03:25:48.145Z	200	0.020865
1348452.63	2026-07-20T03:25:48.265Z	200	0.008980
1348452.75	2026-07-20T03:25:48.381Z	200	0.005635
1348452.87	2026-07-20T03:25:48.500Z	200	0.008221
1348452.99	2026-07-20T03:25:48.618Z	200	0.006936
1348453.11	2026-07-20T03:25:48.737Z	200	0.008732
1348453.23	2026-07-20T03:25:48.862Z	200	0.012560
1348453.35	2026-07-20T03:25:48.981Z	200	0.009078
1348453.48	2026-07-20T03:25:49.107Z	200	0.014648
1348453.60	2026-07-20T03:25:49.227Z	200	0.008081
1348453.72	2026-07-20T03:25:49.351Z	200	0.013470
1348453.84	2026-07-20T03:25:49.467Z	200	0.005198
1348453.96	2026-07-20T03:25:49.590Z	200	0.012714
1348454.09	2026-07-20T03:25:49.721Z	200	0.019387
1348454.21	2026-07-20T03:25:49.840Z	200	0.008875
1348454.34	2026-07-20T03:25:49.967Z	200	0.016704
1348454.46	2026-07-20T03:25:50.088Z	200	0.009243
1348454.58	2026-07-20T03:25:50.206Z	200	0.008185
1348454.69	2026-07-20T03:25:50.322Z	200	0.003890
1348454.81	2026-07-20T03:25:50.442Z	200	0.010413
1348454.94	2026-07-20T03:25:50.566Z	200	0.012482
1348455.05	2026-07-20T03:25:50.685Z	200	0.006756
1348455.18	2026-07-20T03:25:50.806Z	200	0.010536
1348455.30	2026-07-20T03:25:50.926Z	200	0.009261
1348455.41	2026-07-20T03:25:51.045Z	200	0.008474
1348455.53	2026-07-20T03:25:51.164Z	200	0.008722
1348455.65	2026-07-20T03:25:51.280Z	200	0.005208
1348455.77	2026-07-20T03:25:51.399Z	200	0.007233
1348455.88	2026-07-20T03:25:51.515Z	200	0.005093
1348456.00	2026-07-20T03:25:51.630Z	200	0.002927
1348456.12	2026-07-20T03:25:51.746Z	200	0.004780
1348456.23	2026-07-20T03:25:51.865Z	200	0.008656
1348456.36	2026-07-20T03:25:51.987Z	200	0.011386
1348456.47	2026-07-20T03:25:52.104Z	200	0.004949
1348456.59	2026-07-20T03:25:52.224Z	200	0.008686
1348456.71	2026-07-20T03:25:52.342Z	200	0.007504
1348456.84	2026-07-20T03:25:52.473Z	200	0.019783
1348456.96	2026-07-20T03:25:52.592Z	200	0.007338
1348457.08	2026-07-20T03:25:52.710Z	200	0.006612
1348457.20	2026-07-20T03:25:52.832Z	200	0.010301
1348457.32	2026-07-20T03:25:52.946Z	200	0.002825
1348457.43	2026-07-20T03:25:53.064Z	200	0.006287
1348457.55	2026-07-20T03:25:53.184Z	200	0.009116
1348457.67	2026-07-20T03:25:53.298Z	200	0.003574
1348457.79	2026-07-20T03:25:53.417Z	200	0.007192
1348457.91	2026-07-20T03:25:53.542Z	200	0.015045
1348458.03	2026-07-20T03:25:53.656Z	200	0.002745
1348458.14	2026-07-20T03:25:53.770Z	200	0.002723
1348458.25	2026-07-20T03:25:53.883Z	200	0.002216
1348458.36	2026-07-20T03:25:53.995Z	200	0.001433
1348458.48	2026-07-20T03:25:54.108Z	200	0.001680
1348458.59	2026-07-20T03:25:54.220Z	200	0.001464
1348458.70	2026-07-20T03:25:54.332Z	200	0.001629
1348458.81	2026-07-20T03:25:54.444Z	200	0.001519
1348458.93	2026-07-20T03:25:54.560Z	200	0.005712
1348459.04	2026-07-20T03:25:54.673Z	200	0.001332
1348459.15	2026-07-20T03:25:54.785Z	200	0.001492
1348459.27	2026-07-20T03:25:54.897Z	200	0.001753
1348459.38	2026-07-20T03:25:55.009Z	200	0.001519
1348459.49	2026-07-20T03:25:55.121Z	200	0.002071
1348459.60	2026-07-20T03:25:55.234Z	200	0.001812
1348459.72	2026-07-20T03:25:55.349Z	200	0.004628
1348459.83	2026-07-20T03:25:55.461Z	200	0.001241
1348459.94	2026-07-20T03:25:55.574Z	200	0.001960
1348460.06	2026-07-20T03:25:55.686Z	200	0.001924
1348460.17	2026-07-20T03:25:55.800Z	200	0.002442
1348460.29	2026-07-20T03:25:55.917Z	200	0.006653
1348460.40	2026-07-20T03:25:56.030Z	200	0.001800
1348460.51	2026-07-20T03:25:56.143Z	200	0.002126
1348460.63	2026-07-20T03:25:56.263Z	200	0.008442
1348460.74	2026-07-20T03:25:56.374Z	200	0.001435
1348460.86	2026-07-20T03:25:56.487Z	200	0.001557
1348460.97	2026-07-20T03:25:56.599Z	200	0.001371
1348461.08	2026-07-20T03:25:56.710Z	200	0.001644
1348461.19	2026-07-20T03:25:56.823Z	200	0.001758
