0	2001:db8:112:10::2	2001:db8:112:10::1	2152040352	ffffffffffffffffffffffffffffffff002b0104fde9005a0a7000020e020c01040019004641040000fde9
0	2001:db8:112:10::1	2001:db8:112:10::2	1756012731	ffffffffffffffffffffffffffffffff00390104fde9005a0a7000011c021a010400190046400640780019460002004600060041040000fde9
0	2001:db8:112:10::1	2001:db8:112:10::2	1756012788	ffffffffffffffffffffffffffffffff001304
1	2001:db8:112:20::1	2001:db8:112:20::2	2831623256	ffffffffffffffffffffffffffffffff00390104fde9005a0a7000011c021a010400190046400640780019460002004600060041040000fde9
0	2001:db8:112:10::2	2001:db8:112:10::1	2152040395	ffffffffffffffffffffffffffffffff001304
1	2001:db8:112:20::2	2001:db8:112:20::1	3051934649	ffffffffffffffffffffffffffffffff004d0104fde9005a0a70000330022e0200490705676f626770004b0d0c476f4247502f332e33372e3001040019004641040000fde90506001900460002
1	2001:db8:112:20::2	2001:db8:112:20::1	3051934726	ffffffffffffffffffffffffffffffff001304
1	2001:db8:112:20::1	2001:db8:112:20::2	2831623313	ffffffffffffffffffffffffffffffff001304
0	2001:db8:112:10::1	2001:db8:112:10::2	1756012807	ffffffffffffffffffffffffffffffff001d0200000006800f03001946
1	2001:db8:112:20::1	2001:db8:112:20::2	2831623332	ffffffffffffffffffffffffffffffff001d0200000006800f03001946
0	2001:db8:112:10::2	2001:db8:112:10::1	2152040414	ffffffffffffffffffffffffffffffff0093020000007c4001010040020040050400000064c010080002fde900000070800e380019461020010db801120010000000000000000200022100010a700002007000000000000000000000000000003002000000011200000030c028250600220001001e0020010db801120001000100000000000000001700010006281810000000
1	2001:db8:112:20::1	2001:db8:112:20::2	2831623361	ffffffffffffffffffffffffffffffff00a1020000008a4001010040020040050400000064c010080002fde900000070e028250600220001001e0020010db8011200010001000000000000000017000100062818100000008009040a700002800a040a700001800e380019461020010db801120010000000000000000200022100010a700002007000000000000000000000000000003002000000011200000030
0	2001:db8:112:10::2	2001:db8:112:10::1	2152040561	ffffffffffffffffffffffffffffffff0093020000007c4001010040020040050400000064c010080002fde900000070800e380019461020010db801120010000000000000000200022100010a700002007000000000000000000000000000003002000000021200000030c028250600220001001e0020010db801120001000100000000000000001700010006281810000000
1	2001:db8:112:20::1	2001:db8:112:20::2	2831623522	ffffffffffffffffffffffffffffffff00a1020000008a4001010040020040050400000064c010080002fde900000070e028250600220001001e0020010db8011200010001000000000000000017000100062818100000008009040a700002800a040a700001800e380019461020010db801120010000000000000000200022100010a700002007000000000000000000000000000003002000000021200000030
0	2001:db8:112:10::2	2001:db8:112:10::1	2152040708	ffffffffffffffffffffffffffffffff0093020000007c4001010040020040050400000064c010080002fde900000070800e380019461020010db801120010000000000000000200022100010a700002007000000000000000000000000000003002000000011200000030c028250600220001001e0020010db801120001000100000000000000001700010007281810000000
1	2001:db8:112:20::1	2001:db8:112:20::2	2831623683	ffffffffffffffffffffffffffffffff00400200000029800f26001946022100010a700002007000000000000000000000000000003002000000011200000000
0	2001:db8:112:10::2	2001:db8:112:10::1	2152040855	ffffffffffffffffffffffffffffffff0093020000007c4001010040020040050400000064c010080002fde900000070800e380019461020010db801120010000000000000000200022100010a700002007000000000000000000000000000003002000000011200000030c028250600220001001e0020010db801120001000100000000000000001700010006281810000000
1	2001:db8:112:20::1	2001:db8:112:20::2	2831623747	ffffffffffffffffffffffffffffffff00a1020000008a4001010040020040050400000064c010080002fde900000070e028250600220001001e0020010db8011200010001000000000000000017000100062818100000008009040a700002800a040a700001800e380019461020010db801120010000000000000000200022100010a700002007000000000000000000000000000003002000000011200000030
0	2001:db8:112:10::2	2001:db8:112:10::1	2152041002	ffffffffffffffffffffffffffffffff0093020000007c4001010040020040050400000064c010080002fde900000070800e380019461020010db801120010000000000000000200022100010a700002007000000000000000000000000000003002000000011200000030c028250600220001001e0020010db801120001000100000000000000001700010006641810000000
1	2001:db8:112:20::1	2001:db8:112:20::2	2831623908	ffffffffffffffffffffffffffffffff00400200000029800f26001946022100010a700002007000000000000000000000000000003002000000011200000000
0	2001:db8:112:10::2	2001:db8:112:10::1	2152041149	ffffffffffffffffffffffffffffffff0093020000007c4001010040020040050400000064c010080002fde900000070800e380019461020010db801120010000000000000000200022100010a700002007000000000000000000000000000003002000000011200000030c028250600220001001e0020010db801120001000100000000000000001700010006281810000000
1	2001:db8:112:20::1	2001:db8:112:20::2	2831623972	ffffffffffffffffffffffffffffffff00a1020000008a4001010040020040050400000064c010080002fde900000070e028250600220001001e0020010db8011200010001000000000000000017000100062818100000008009040a700002800a040a700001800e380019461020010db801120010000000000000000200022100010a700002007000000000000000000000000000003002000000011200000030
0	2001:db8:112:10::2	2001:db8:112:10::1	2152041296	ffffffffffffffffffffffffffffffff00400200000029800f26001946022100010a700002007000000000000000000000000000003002000000011200000030
1	2001:db8:112:20::1	2001:db8:112:20::2	2831624133	ffffffffffffffffffffffffffffffff00400200000029800f26001946022100010a700002007000000000000000000000000000003002000000011200000000
0	2001:db8:112:10::2	2001:db8:112:10::1	2152041360	ffffffffffffffffffffffffffffffff00400200000029800f26001946022100010a700002007000000000000000000000000000003002000000021200000030
1	2001:db8:112:20::1	2001:db8:112:20::2	2831624197	ffffffffffffffffffffffffffffffff00400200000029800f26001946022100010a700002007000000000000000000000000000003002000000021200000000
