target,version,peers,prefixes_per_peer,required,received,monitor_seconds,elapsed_seconds,prefix_received_seconds,testers_seconds,total_time_seconds,max_cpu_percent,max_mem_gb,tester_errors,tester_timeouts
rustbgpd,rustbgpd 0.51.0,2,100000,200000,200000,0,11,2,9,20.67,305,0.235,0,0
