epoch_s,total_rss_kib,pids
1790420547,69316,1
1790420552,430724,1
1790420557,387972,1
1790420562,379252,1
1790420567,379868,1
1790420572,379504,1
1790420577,379380,1
1790420582,379796,1
1790420587,386052,1
1790420592,377288,1
1790420597,535348,1
1790420602,562508,1
1790420607,426564,1
1790420612,398196,1
1790420617,637420,1
1790420622,536812,1
1790420627,458880,1
1790420632,404464,1
1790420637,546692,1
1790420642,589920,1
