epoch_s,prefix,latency_ms,exit
1789063321.937770963,20.0.0.0/24,9.8,0
1789063321.950302416,3001::/48,7.9,0
1789063322.211461277,20.0.0.0/24,8.0,0
1789063322.222270639,3001::/48,7.9,0
1789063322.483697992,20.0.0.0/24,7.6,0
1789063322.493695947,3001::/48,7.7,0
1789063322.754819355,20.0.0.0/24,11.5,0
1789063322.768606019,3001::/48,13.3,0
1789063323.035908028,20.0.0.0/24,9.6,0
1789063323.048278539,3001::/48,12.6,0
1789063323.314562312,20.0.0.0/24,10.0,0
1789063323.327178452,3001::/48,10.6,0
1789063323.591259052,20.0.0.0/24,10.5,0
1789063323.604195411,3001::/48,10.5,0
1789063323.868318095,20.0.0.0/24,11.2,0
1789063323.882000903,3001::/48,10.2,0
1789063324.145866071,20.0.0.0/24,12.4,0
1789063324.160743480,3001::/48,11.2,0
1789063324.425069618,20.0.0.0/24,30.0,0
1789063324.458195629,3001::/48,14.6,0
1789063324.726688733,20.0.0.0/24,12.5,0
1789063324.741597409,3001::/48,10.9,0
1789063325.006398168,20.0.0.0/24,12.7,0
1789063325.022266883,3001::/48,12.8,0
1789063325.288642093,20.0.0.0/24,13.2,0
1789063325.304703386,3001::/48,12.4,0
1789063325.570879848,20.0.0.0/24,11.6,0
1789063325.585272911,3001::/48,14.2,0
1789063325.854026005,20.0.0.0/24,15.9,0
1789063325.872296129,3001::/48,16.2,0
1789063326.142271365,20.0.0.0/24,42.6,0
1789063326.187717712,3001::/48,18.8,0
1789063326.460069019,20.0.0.0/24,13.4,0
1789063326.475833448,3001::/48,16.8,0
1789063326.746837004,20.0.0.0/24,12.5,0
1789063326.761810267,3001::/48,13.9,0
1789063327.028913518,20.0.0.0/24,14.2,0
1789063327.045625757,3001::/48,14.9,0
1789063327.313967834,20.0.0.0/24,14.9,0
1789063327.331322887,3001::/48,13.9,0
1789063327.599405226,20.0.0.0/24,15.7,0
1789063327.618057302,3001::/48,15.0,0
1789063327.887010336,20.0.0.0/24,17.3,0
1789063327.907721409,3001::/48,13.9,0
1789063328.175210437,20.0.0.0/24,14.3,0
1789063328.192403067,3001::/48,14.1,0
1789063328.459848470,20.0.0.0/24,13.8,0
1789063328.476204386,3001::/48,16.0,0
1789063328.746270787,20.0.0.0/24,13.0,0
1789063328.761838652,3001::/48,14.0,0
1789063329.029435973,20.0.0.0/24,14.8,0
1789063329.073308061,3001::/48,15.4,0
1789063329.342084950,20.0.0.0/24,13.4,0
1789063329.357954647,3001::/48,15.3,0
1789063329.627236412,20.0.0.0/24,12.9,0
1789063329.642644497,3001::/48,15.7,0
1789063329.911771451,20.0.0.0/24,13.6,0
1789063329.928179825,3001::/48,15.4,0
1789063330.197257545,20.0.0.0/24,14.5,0
1789063330.214291166,3001::/48,16.3,0
1789063330.484333212,20.0.0.0/24,13.8,0
