epoch_s,total_rss_kib,pids
1786213700,13248,1
1786213705,15652,1
1786213710,19132,1
1786213715,21776,1
1786213720,24400,1
1786213725,126876,1
1786213730,147712,1
1786213735,169932,1
1786213740,193156,1
1786213745,210888,1
1786213750,292672,1
1786213755,297668,1
1786213760,320524,1
1786213765,326928,1
1786213770,326928,1
1786213775,326928,1
1786213780,326928,1
1786213785,326928,1
1786213790,326928,1
1786213795,326928,1
1786213800,326928,1
1786213805,326928,1
1786213810,327440,1
1786213815,327568,1
1786213820,327568,1
1786213825,327568,1
1786213830,327568,1
1786213835,327568,1
1786213840,327568,1
1786213845,327568,1
1786213850,327568,1
1786213855,327568,1
1786213860,327568,1
1786213865,327568,1
1786213870,335888,1
1786213875,335888,1
