epoch_s,prefix,latency_ms,exit
1788899582.417324347,20.0.0.0/24,12.3,0
1788899582.432055585,3001::/48,7.5,0
1788899582.692977341,20.0.0.0/24,7.9,0
1788899582.703249051,3001::/48,7.7,0
1788899582.964323356,20.0.0.0/24,7.9,0
1788899582.974548657,3001::/48,7.7,0
1788899583.235885976,20.0.0.0/24,9.7,0
1788899583.247767897,3001::/48,11.3,0
1788899583.512557525,20.0.0.0/24,10.7,0
1788899583.525711280,3001::/48,11.7,0
1788899583.790738564,20.0.0.0/24,11.3,0
1788899583.804545578,3001::/48,10.0,0
1788899584.067542331,20.0.0.0/24,11.4,0
1788899584.081592579,3001::/48,10.0,0
1788899584.345016782,20.0.0.0/24,10.7,0
1788899584.358380232,3001::/48,10.7,0
1788899584.622325516,20.0.0.0/24,9.1,0
1788899584.634188369,3001::/48,9.9,0
1788899584.897453314,20.0.0.0/24,11.4,0
1788899584.911541659,3001::/48,22.3,0
1788899585.187387242,20.0.0.0/24,10.3,0
1788899585.200023042,3001::/48,11.0,0
1788899585.464601704,20.0.0.0/24,11.4,0
1788899585.478358202,3001::/48,15.0,0
1788899585.746967670,20.0.0.0/24,14.0,0
1788899585.764026543,3001::/48,14.0,0
1788899586.032097284,20.0.0.0/24,13.8,0
1788899586.048543680,3001::/48,15.4,0
1788899586.317805955,20.0.0.0/24,12.9,0
1788899586.333073106,3001::/48,13.2,0
1788899586.600342737,20.0.0.0/24,15.0,0
1788899586.618401317,3001::/48,18.0,0
1788899586.890414352,20.0.0.0/24,14.8,0
1788899586.907884710,3001::/48,13.4,0
1788899587.174551259,20.0.0.0/24,18.9,0
1788899587.196089069,3001::/48,16.3,0
1788899587.466009470,20.0.0.0/24,14.2,0
1788899587.483154492,3001::/48,14.0,0
1788899587.750533287,20.0.0.0/24,15.0,0
1788899587.768167601,3001::/48,13.6,0
1788899588.035085888,20.0.0.0/24,13.4,0
1788899588.050867528,3001::/48,16.8,0
1788899588.322223439,20.0.0.0/24,15.1,0
1788899588.340039816,3001::/48,13.1,0
1788899588.606902809,20.0.0.0/24,13.0,0
1788899588.622877789,3001::/48,13.0,0
1788899588.889483788,20.0.0.0/24,13.0,0
1788899588.904948744,3001::/48,12.5,0
1788899589.170880173,20.0.0.0/24,13.9,0
1788899589.187380459,3001::/48,15.0,0
1788899589.456605289,20.0.0.0/24,13.5,0
1788899589.472194201,3001::/48,12.1,0
1788899589.737944348,20.0.0.0/24,12.6,0
1788899589.753319269,3001::/48,13.3,0
1788899590.020415833,20.0.0.0/24,14.5,0
1788899590.037803568,3001::/48,13.7,0
1788899590.304982124,20.0.0.0/24,15.2,0
1788899590.322465753,3001::/48,15.4,0
1788899590.591147160,20.0.0.0/24,14.1,0
1788899590.608055858,3001::/48,12.7,0
1788899590.874094347,20.0.0.0/24,15.3,0
1788899590.891746628,3001::/48,15.8,0
1788899591.160911228,20.0.0.0/24,15.4,0
1788899591.179285331,3001::/48,14.0,0
1788899591.446892849,20.0.0.0/24,14.2,0
1788899591.463551793,3001::/48,16.1,0
1788899591.732998996,20.0.0.0/24,13.2,0
1788899591.749159845,3001::/48,14.7,0
1788899592.018019408,20.0.0.0/24,12.7,0
1788899592.033134410,3001::/48,13.5,0
1788899592.300451244,20.0.0.0/24,15.3,0
1788899592.318858666,3001::/48,13.3,0
1788899592.586044273,20.0.0.0/24,14.4,0
1788899592.603157027,3001::/48,13.0,0
1788899592.870310215,20.0.0.0/24,13.6,0
1788899592.886707357,3001::/48,13.3,0
1788899593.153783250,20.0.0.0/24,13.1,0
1788899593.169484971,3001::/48,13.2,0
1788899593.436403829,20.0.0.0/24,15.4,0
1788899593.454329350,3001::/48,13.4,0
1788899593.721137111,20.0.0.0/24,13.3,0
1788899593.736957710,3001::/48,15.6,0
1788899594.006317072,20.0.0.0/24,15.6,0
1788899594.024355892,3001::/48,18.1,0
1788899594.295670973,20.0.0.0/24,12.2,0
1788899594.310242792,3001::/48,13.3,0
1788899594.577486246,20.0.0.0/24,13.7,0
1788899594.594127403,3001::/48,15.4,0
1788899594.863282300,20.0.0.0/24,13.0,0
1788899594.878848037,3001::/48,12.9,0
1788899595.145108128,20.0.0.0/24,13.4,0
1788899595.161586692,3001::/48,15.2,0
1788899595.430386517,20.0.0.0/24,13.3,0
1788899595.446271773,3001::/48,17.9,0
1788899595.717954244,20.0.0.0/24,12.9,0
1788899595.733494463,3001::/48,12.3,0
1788899595.999208547,20.0.0.0/24,12.3,0
1788899596.013871873,3001::/48,13.1,0
1788899596.280346616,20.0.0.0/24,13.5,0
1788899596.297017428,3001::/48,14.3,0
1788899596.564787521,20.0.0.0/24,12.6,0
1788899596.579746490,3001::/48,17.0,0
1788899596.849711389,20.0.0.0/24,15.5,0
1788899596.867791221,3001::/48,14.0,0
1788899597.135207193,20.0.0.0/24,12.4,0
1788899597.150016909,3001::/48,12.3,0
1788899597.415524824,20.0.0.0/24,13.0,0
1788899597.430986997,3001::/48,15.9,0
1788899597.700056255,20.0.0.0/24,12.5,0
1788899597.715045980,3001::/48,16.1,0
1788899597.984394717,20.0.0.0/24,13.3,0
1788899598.000181725,3001::/48,16.9,0
1788899598.271069697,20.0.0.0/24,13.1,0
1788899598.286879009,3001::/48,16.8,0
1788899598.557280152,20.0.0.0/24,13.9,0
1788899598.573768540,3001::/48,12.9,0
1788899598.840228382,20.0.0.0/24,13.1,0
1788899598.855711315,3001::/48,16.4,0
1788899599.125916104,20.0.0.0/24,15.4,0
