epoch_s,prefix,latency_ms,exit
1788887859.740199558,20.0.0.0/24,8.7,0
1788887859.751799101,3001::/48,7.5,0
1788887860.012729931,20.0.0.0/24,7.8,0
1788887860.023101592,3001::/48,7.9,0
1788887860.284261506,20.0.0.0/24,7.9,0
1788887860.294619957,3001::/48,7.6,0
1788887860.555465871,20.0.0.0/24,10.7,0
1788887860.568758028,3001::/48,10.2,0
1788887860.832074172,20.0.0.0/24,11.9,0
1788887860.846524655,3001::/48,9.5,0
1788887861.109606569,20.0.0.0/24,9.4,0
1788887861.121606730,3001::/48,12.5,0
1788887861.387960196,20.0.0.0/24,21.3,0
1788887861.412080258,3001::/48,9.8,0
1788887861.675371957,20.0.0.0/24,9.4,0
1788887861.687379829,3001::/48,9.9,0
1788887861.951123715,20.0.0.0/24,11.1,0
1788887861.965169371,3001::/48,13.2,0
1788887862.231839883,20.0.0.0/24,24.1,0
1788887862.258703115,3001::/48,13.0,0
1788887862.524980337,20.0.0.0/24,13.2,0
1788887862.540665209,3001::/48,10.5,0
1788887862.804734492,20.0.0.0/24,14.5,0
1788887862.821461046,3001::/48,13.8,0
1788887863.088777795,20.0.0.0/24,11.3,0
1788887863.102700727,3001::/48,12.8,0
1788887863.370482294,20.0.0.0/24,11.7,0
1788887863.385178504,3001::/48,14.4,0
1788887863.653160491,20.0.0.0/24,15.4,0
1788887863.671213522,3001::/48,16.7,0
1788887863.941320322,20.0.0.0/24,16.2,0
1788887863.959762736,3001::/48,14.0,0
1788887864.227251003,20.0.0.0/24,14.7,0
1788887864.245393207,3001::/48,14.8,0
1788887864.514134702,20.0.0.0/24,16.3,0
1788887864.533864065,3001::/48,16.7,0
1788887864.803877585,20.0.0.0/24,13.5,0
1788887864.820045231,3001::/48,14.5,0
1788887865.087882631,20.0.0.0/24,15.5,0
1788887865.105539708,3001::/48,16.3,0
1788887865.375826058,20.0.0.0/24,14.9,0
1788887865.393177467,3001::/48,19.2,0
1788887865.666286206,20.0.0.0/24,16.2,0
1788887865.684831144,3001::/48,15.8,0
1788887865.954592096,20.0.0.0/24,16.2,0
1788887865.973210754,3001::/48,16.5,0
1788887866.242993890,20.0.0.0/24,13.1,0
1788887866.258721476,3001::/48,15.5,0
1788887866.528144261,20.0.0.0/24,12.9,0
1788887866.543382274,3001::/48,12.7,0
1788887866.810094829,20.0.0.0/24,12.8,0
1788887866.825493743,3001::/48,12.6,0
1788887867.091583394,20.0.0.0/24,12.9,0
1788887867.107034576,3001::/48,12.7,0
1788887867.372870737,20.0.0.0/24,13.4,0
1788887867.388862359,3001::/48,13.7,0
1788887867.656565759,20.0.0.0/24,13.1,0
1788887867.671981197,3001::/48,13.0,0
1788887867.938844578,20.0.0.0/24,14.5,0
1788887867.956144020,3001::/48,13.1,0
1788887868.222540190,20.0.0.0/24,13.0,0
1788887868.238071793,3001::/48,12.1,0
1788887868.503471540,20.0.0.0/24,17.3,0
1788887868.523208144,3001::/48,15.8,0
1788887868.792798160,20.0.0.0/24,12.5,0
1788887868.808165286,3001::/48,15.6,0
1788887869.077519579,20.0.0.0/24,13.7,0
1788887869.093708827,3001::/48,13.4,0
1788887869.360993429,20.0.0.0/24,12.8,0
1788887869.376455318,3001::/48,13.4,0
1788887869.643591798,20.0.0.0/24,13.8,0
1788887869.659953223,3001::/48,12.6,0
1788887869.925939189,20.0.0.0/24,13.5,0
1788887869.942304752,3001::/48,13.8,0
1788887870.209995272,20.0.0.0/24,12.9,0
1788887870.225284361,3001::/48,13.4,0
1788887870.492255644,20.0.0.0/24,13.6,0
1788887870.508609208,3001::/48,15.6,0
1788887870.778056921,20.0.0.0/24,12.9,0
1788887870.793226892,3001::/48,12.5,0
1788887871.059373188,20.0.0.0/24,13.5,0
1788887871.075522196,3001::/48,13.5,0
1788887871.343394449,20.0.0.0/24,12.5,0
1788887871.358509668,3001::/48,13.1,0
1788887871.625033339,20.0.0.0/24,13.6,0
1788887871.641526653,3001::/48,13.4,0
1788887871.908239408,20.0.0.0/24,12.9,0
1788887871.923627436,3001::/48,14.8,0
1788887872.192896151,20.0.0.0/24,13.4,0
1788887872.208817097,3001::/48,15.6,0
1788887872.477893614,20.0.0.0/24,13.3,0
1788887872.494200308,3001::/48,15.8,0
1788887872.763775312,20.0.0.0/24,13.3,0
1788887872.779522227,3001::/48,14.5,0
1788887873.047819697,20.0.0.0/24,12.6,0
1788887873.062807255,3001::/48,13.1,0
1788887873.329759679,20.0.0.0/24,13.6,0
1788887873.345966443,3001::/48,12.9,0
1788887873.612253901,20.0.0.0/24,12.1,0
1788887873.626714770,3001::/48,15.7,0
1788887873.896317145,20.0.0.0/24,13.6,0
1788887873.912545662,3001::/48,13.5,0
1788887874.179677826,20.0.0.0/24,12.5,0
1788887874.194979864,3001::/48,13.3,0
1788887874.461361163,20.0.0.0/24,13.5,0
1788887874.477828347,3001::/48,13.4,0
1788887874.745083936,20.0.0.0/24,13.6,0
1788887874.761409649,3001::/48,12.0,0
1788887875.026737449,20.0.0.0/24,13.9,0
1788887875.043283321,3001::/48,15.5,0
1788887875.312037275,20.0.0.0/24,13.1,0
1788887875.327524572,3001::/48,12.8,0
1788887875.593838099,20.0.0.0/24,13.3,0
1788887875.609757202,3001::/48,17.0,0
1788887875.880175820,20.0.0.0/24,12.6,0
1788887875.895403117,3001::/48,12.9,0
1788887876.161839008,20.0.0.0/24,13.6,0
1788887876.177829237,3001::/48,16.0,0
1788887876.447349750,20.0.0.0/24,13.0,0
1788887876.463116455,3001::/48,16.9,0
1788887876.733722414,20.0.0.0/24,13.1,0
1788887876.749345865,3001::/48,12.7,0
1788887877.015093384,20.0.0.0/24,13.2,0
1788887877.030894991,3001::/48,13.2,0
1788887877.297549669,20.0.0.0/24,14.2,0
1788887877.314885886,3001::/48,16.5,0
1788887877.585032116,20.0.0.0/24,12.5,0
