epoch_s,prefix,latency_ms,exit
1789061384.312623615,20.0.0.0/24,9.3,0
1789061384.324025923,3001::/48,7.8,0
1789061384.585068635,20.0.0.0/24,7.9,0
1789061384.595452417,3001::/48,8.0,0
1789061384.856748028,20.0.0.0/24,8.2,0
1789061384.867440342,3001::/48,8.2,0
1789061385.129174741,20.0.0.0/24,10.2,0
1789061385.142264157,3001::/48,10.2,0
1789061385.406151382,20.0.0.0/24,10.3,0
1789061385.419066858,3001::/48,11.6,0
1789061385.684148703,20.0.0.0/24,11.7,0
1789061385.699151778,3001::/48,9.7,0
1789061385.962341267,20.0.0.0/24,14.3,0
1789061385.979560202,3001::/48,12.4,0
1789061386.245566112,20.0.0.0/24,10.8,0
1789061386.259664972,3001::/48,13.2,0
1789061386.527867144,20.0.0.0/24,14.0,0
1789061386.544543856,3001::/48,10.3,0
1789061386.808784892,20.0.0.0/24,14.8,0
1789061386.826766500,3001::/48,13.9,0
1789061387.094431126,20.0.0.0/24,15.1,0
1789061387.111603291,3001::/48,13.0,0
1789061387.378811744,20.0.0.0/24,12.0,0
1789061387.393411934,3001::/48,12.9,0
1789061387.660366476,20.0.0.0/24,12.9,0
1789061387.675588539,3001::/48,12.3,0
1789061387.941957163,20.0.0.0/24,11.9,0
1789061387.956767589,3001::/48,13.9,0
1789061388.224507808,20.0.0.0/24,14.8,0
1789061388.241838091,3001::/48,14.2,0
1789061388.509608025,20.0.0.0/24,13.6,0
1789061388.525624368,3001::/48,14.0,0
1789061388.793113741,20.0.0.0/24,30.5,0
1789061388.826342861,3001::/48,17.4,0
1789061389.097254363,20.0.0.0/24,18.1,0
1789061389.118416748,3001::/48,13.6,0
1789061389.385416087,20.0.0.0/24,16.6,0
1789061389.404246598,3001::/48,14.3,0
1789061389.672826426,20.0.0.0/24,13.7,0
1789061389.688879895,3001::/48,17.4,0
1789061389.960252298,20.0.0.0/24,17.0,0
1789061389.980360293,3001::/48,15.1,0
1789061390.249002274,20.0.0.0/24,16.8,0
1789061390.268917690,3001::/48,15.8,0
1789061390.538446791,20.0.0.0/24,15.0,0
1789061390.555942872,3001::/48,16.3,0
1789061390.826190350,20.0.0.0/24,12.6,0
1789061390.841655647,3001::/48,12.5,0
1789061391.107635619,20.0.0.0/24,12.8,0
1789061391.123470019,3001::/48,15.6,0
1789061391.392803376,20.0.0.0/24,13.2,0
1789061391.408940571,3001::/48,12.9,0
1789061391.675850827,20.0.0.0/24,15.5,0
1789061391.694207447,3001::/48,14.7,0
1789061391.962227467,20.0.0.0/24,13.1,0
1789061391.978299483,3001::/48,14.6,0
1789061392.246473043,20.0.0.0/24,13.0,0
1789061392.261836648,3001::/48,12.9,0
1789061392.527996700,20.0.0.0/24,13.0,0
1789061392.543542197,3001::/48,16.0,0
1789061392.813453381,20.0.0.0/24,13.3,0
1789061392.829392087,3001::/48,13.9,0
1789061393.097238837,20.0.0.0/24,16.4,0
1789061393.116194295,3001::/48,12.6,0
1789061393.382295018,20.0.0.0/24,12.9,0
1789061393.398092293,3001::/48,18.3,0
1789061393.669856574,20.0.0.0/24,15.6,0
1789061393.687934687,3001::/48,14.0,0
1789061393.955451362,20.0.0.0/24,13.7,0
1789061393.971519984,3001::/48,15.6,0
1789061394.240759270,20.0.0.0/24,14.0,0
1789061394.257385848,3001::/48,14.7,0
1789061394.525689313,20.0.0.0/24,13.1,0
1789061394.541591615,3001::/48,12.4,0
1789061394.807640030,20.0.0.0/24,14.8,0
1789061394.825147507,3001::/48,12.7,0
1789061395.091294951,20.0.0.0/24,14.0,0
1789061395.108354458,3001::/48,13.8,0
1789061395.375418895,20.0.0.0/24,13.0,0
1789061395.390829371,3001::/48,15.3,0
1789061395.659718242,20.0.0.0/24,13.0,0
1789061395.675536859,3001::/48,13.1,0
1789061395.942060476,20.0.0.0/24,12.7,0
1789061395.957343741,3001::/48,14.4,0
1789061396.225279514,20.0.0.0/24,13.3,0
1789061396.241156969,3001::/48,12.9,0
1789061396.507991312,20.0.0.0/24,12.9,0
1789061396.523798262,3001::/48,13.1,0
1789061396.790307508,20.0.0.0/24,16.5,0
1789061396.809912449,3001::/48,13.3,0
1789061397.076622816,20.0.0.0/24,12.8,0
1789061397.092138529,3001::/48,16.9,0
1789061397.362465527,20.0.0.0/24,12.5,0
1789061397.377430063,3001::/48,12.7,0
1789061397.643554453,20.0.0.0/24,14.0,0
1789061397.660236002,3001::/48,14.0,0
1789061397.927867090,20.0.0.0/24,13.8,0
1789061397.944176903,3001::/48,13.2,0
1789061398.211026288,20.0.0.0/24,13.7,0
1789061398.227414659,3001::/48,16.4,0
1789061398.497557972,20.0.0.0/24,13.6,0
1789061398.513847304,3001::/48,13.9,0
1789061398.781618551,20.0.0.0/24,13.1,0
1789061398.797508835,3001::/48,14.7,0
1789061399.065495546,20.0.0.0/24,12.9,0
1789061399.081753711,3001::/48,12.7,0
1789061399.348440504,20.0.0.0/24,14.1,0
1789061399.365003586,3001::/48,14.1,0
1789061399.633032440,20.0.0.0/24,12.9,0
1789061399.648361733,3001::/48,12.8,0
1789061399.915337959,20.0.0.0/24,13.0,0
1789061399.931149285,3001::/48,17.0,0
1789061400.201514570,20.0.0.0/24,14.0,0
1789061400.218614748,3001::/48,14.1,0
1789061400.487126716,20.0.0.0/24,15.1,0
1789061400.504488074,3001::/48,13.6,0
1789061400.771668447,20.0.0.0/24,13.1,0
1789061400.787301045,3001::/48,16.7,0
1789061401.057519230,20.0.0.0/24,13.7,0
1789061401.099854325,3001::/48,14.3,0
1789061401.367796840,20.0.0.0/24,12.6,0
1789061401.382807786,3001::/48,15.3,0
1789061401.651607585,20.0.0.0/24,12.5,0
1789061401.667642026,3001::/48,14.0,0
1789061401.935447915,20.0.0.0/24,14.1,0
1789061401.952025309,3001::/48,14.6,0
1789061402.220201885,20.0.0.0/24,14.6,0
1789061402.237253800,3001::/48,12.9,0
1789061402.503641064,20.0.0.0/24,12.6,0
1789061402.518744218,3001::/48,12.5,0
1789061402.784565484,20.0.0.0/24,14.0,0
1789061402.801048506,3001::/48,18.6,0
1789061403.073196714,20.0.0.0/24,12.7,0
1789061403.088379548,3001::/48,13.1,0
1789061403.355096706,20.0.0.0/24,16.3,0
1789061403.373920927,3001::/48,17.3,0
1789061403.645009728,20.0.0.0/24,13.2,0
1789061403.660918399,3001::/48,17.3,0
1789061403.932138346,20.0.0.0/24,14.3,0
1789061403.948751283,3001::/48,15.7,0
1789061404.218287607,20.0.0.0/24,12.5,0
1789061404.233443440,3001::/48,16.0,0
1789061404.502837320,20.0.0.0/24,13.0,0
1789061404.518178331,3001::/48,12.8,0
1789061404.784663462,20.0.0.0/24,12.6,0
1789061404.799789831,3001::/48,18.0,0
1789061405.071536527,20.0.0.0/24,15.4,0
1789061405.089553018,3001::/48,13.5,0
1789061405.357089054,20.0.0.0/24,15.3,0
1789061405.375410612,3001::/48,16.2,0
1789061405.645447656,20.0.0.0/24,14.0,0
1789061405.662029416,3001::/48,18.2,0
1789061405.933746698,20.0.0.0/24,15.5,0
1789061405.951933855,3001::/48,12.5,0
1789061406.217435371,20.0.0.0/24,13.1,0
1789061406.233039717,3001::/48,12.6,0
1789061406.499120633,20.0.0.0/24,15.5,0
1789061406.517090083,3001::/48,14.5,0
1789061406.785037054,20.0.0.0/24,12.8,0
1789061406.800232017,3001::/48,13.6,0
1789061407.067032811,20.0.0.0/24,14.7,0
1789061407.084538796,3001::/48,18.9,0
1789061407.357090940,20.0.0.0/24,12.6,0
1789061407.371988817,3001::/48,12.7,0
1789061407.638659776,20.0.0.0/24,13.5,0
1789061407.654565895,3001::/48,16.2,0
1789061407.924457972,20.0.0.0/24,12.7,0
1789061407.939723079,3001::/48,15.6,0
1789061408.208643990,20.0.0.0/24,12.6,0
1789061408.223767375,3001::/48,14.0,0
1789061408.490927979,20.0.0.0/24,12.6,0
1789061408.506127148,3001::/48,12.6,0
1789061408.772337848,20.0.0.0/24,13.4,0
1789061408.788046479,3001::/48,15.9,0
1789061409.057283114,20.0.0.0/24,12.3,0
1789061409.071951617,3001::/48,12.3,0
1789061409.337570721,20.0.0.0/24,13.7,0
1789061409.353456198,3001::/48,18.9,0
1789061409.626137265,20.0.0.0/24,12.9,0
1789061409.641663233,3001::/48,15.0,0
1789061409.910250936,20.0.0.0/24,14.7,0
1789061409.927380017,3001::/48,15.5,0
1789061410.196511434,20.0.0.0/24,13.1,0
1789061410.212409920,3001::/48,14.2,0
1789061410.480740277,20.0.0.0/24,13.7,0
1789061410.496860166,3001::/48,15.1,0
1789061410.765435300,20.0.0.0/24,12.7,0
1789061410.780602700,3001::/48,12.7,0
1789061411.046570386,20.0.0.0/24,13.4,0
1789061411.062174893,3001::/48,15.6,0
1789061411.331121844,20.0.0.0/24,13.0,0
1789061411.346779409,3001::/48,12.6,0
1789061411.612547276,20.0.0.0/24,14.3,0
1789061411.629298310,3001::/48,18.0,0
1789061411.901310925,20.0.0.0/24,12.8,0
1789061411.916527230,3001::/48,16.5,0
1789061412.186671205,20.0.0.0/24,13.8,0
1789061412.202761519,3001::/48,17.1,0
1789061412.473474016,20.0.0.0/24,12.5,0
1789061412.488415909,3001::/48,16.0,0
1789061412.758098202,20.0.0.0/24,14.1,0
1789061412.775258109,3001::/48,12.8,0
1789061413.041676611,20.0.0.0/24,13.1,0
1789061413.057284312,3001::/48,14.8,0
1789061413.325563783,20.0.0.0/24,13.1,0
1789061413.341604022,3001::/48,15.2,0
1789061413.611401598,20.0.0.0/24,13.6,0
1789061413.627529268,3001::/48,12.7,0
1789061413.894087860,20.0.0.0/24,18.6,0
1789061413.915316154,3001::/48,12.6,0
1789061414.181495408,20.0.0.0/24,13.5,0
1789061414.197948415,3001::/48,14.9,0
1789061414.466490370,20.0.0.0/24,13.6,0
1789061414.482801615,3001::/48,13.1,0
1789061414.749768259,20.0.0.0/24,12.9,0
1789061414.765420556,3001::/48,14.6,0
1789061415.033726117,20.0.0.0/24,15.4,0
1789061415.051623108,3001::/48,12.8,0
1789061415.317815802,20.0.0.0/24,13.2,0
1789061415.333986296,3001::/48,16.2,0
1789061415.603907458,20.0.0.0/24,16.1,0
1789061415.622694353,3001::/48,14.3,0
1789061415.890384341,20.0.0.0/24,13.8,0
1789061415.906805501,3001::/48,14.9,0
1789061416.175810530,20.0.0.0/24,12.4,0
1789061416.190761376,3001::/48,13.1,0
1789061416.457150805,20.0.0.0/24,13.2,0
1789061416.472777594,3001::/48,16.0,0
1789061416.742799016,20.0.0.0/24,15.6,0
1789061416.760840164,3001::/48,13.5,0
1789061417.027699577,20.0.0.0/24,13.0,0
1789061417.043470923,3001::/48,16.1,0
1789061417.313446086,20.0.0.0/24,13.4,0
1789061417.329639695,3001::/48,13.1,0
1789061417.596182915,20.0.0.0/24,13.3,0
1789061417.612114891,3001::/48,13.3,0
1789061417.878656649,20.0.0.0/24,13.4,0
1789061417.894507504,3001::/48,15.1,0
1789061418.163368377,20.0.0.0/24,12.8,0
1789061418.178508346,3001::/48,18.3,0
1789061418.450017048,20.0.0.0/24,12.8,0
1789061418.465424719,3001::/48,14.4,0
1789061418.733825913,20.0.0.0/24,13.0,0
1789061418.749322427,3001::/48,14.1,0
1789061419.017423611,20.0.0.0/24,13.5,0
1789061419.034027235,3001::/48,15.1,0
1789061419.302872644,20.0.0.0/24,13.0,0
1789061419.319033995,3001::/48,17.6,0
1789061419.590069908,20.0.0.0/24,13.7,0
1789061419.606075085,3001::/48,14.9,0
1789061419.874759403,20.0.0.0/24,15.3,0
1789061419.892823826,3001::/48,17.0,0
1789061420.163580130,20.0.0.0/24,12.9,0
1789061420.178896513,3001::/48,13.1,0
1789061420.446258451,20.0.0.0/24,17.0,0
1789061420.466647817,3001::/48,15.1,0
1789061420.735179677,20.0.0.0/24,13.4,0
1789061420.751153707,3001::/48,15.7,0
1789061421.020552337,20.0.0.0/24,28.1,0
1789061421.051504413,3001::/48,13.8,0
1789061421.318541824,20.0.0.0/24,13.2,0
1789061421.334233410,3001::/48,15.0,0
1789061421.603936156,20.0.0.0/24,13.0,0
1789061421.619648363,3001::/48,12.4,0
1789061421.885422911,20.0.0.0/24,12.6,0
1789061421.900503942,3001::/48,15.5,0
1789061422.169723373,20.0.0.0/24,15.1,0
1789061422.187803199,3001::/48,12.5,0
1789061422.453779169,20.0.0.0/24,12.4,0
1789061422.468446671,3001::/48,17.0,0
1789061422.738537928,20.0.0.0/24,13.3,0
1789061422.755473349,3001::/48,12.4,0
1789061423.021394737,20.0.0.0/24,12.6,0
1789061423.036676770,3001::/48,15.1,0
