timestamp,elapsed_sec,rss_mb,intern_size,established,flaps_total,msgs_sent_total,max_prefix_exceeded_total,readyz_code,readyz_ms
2026-08-16T06:20:47Z,0,447.6,1000,1000,0,1057944,0,200,2.8
2026-08-16T06:21:17Z,30,419.0,1000,1000,0,2977936,0,200,2.5
2026-08-16T06:21:48Z,60,437.6,1000,1000,0,6050947,0,200,2.9
2026-08-16T06:22:17Z,90,426.9,1000,1000,0,7905483,0,200,3.0
2026-08-16T06:22:47Z,120,439.0,1000,1000,0,9824392,0,200,2.6
2026-08-16T06:23:17Z,150,439.4,1000,1000,0,11743220,0,200,2.8
2026-08-16T06:23:47Z,180,433.3,1000,1000,0,13599675,0,200,3.4
2026-08-16T06:24:17Z,210,436.4,1000,1000,0,15518472,0,200,2.9
2026-08-16T06:24:47Z,240,427.8,1000,1000,0,17437552,0,200,2.8
2026-08-16T06:25:18Z,270,439.7,1000,1000,0,19357461,0,200,3.1
2026-08-16T06:25:47Z,300,439.8,1000,1000,0,21215771,0,200,3.0
2026-08-16T06:26:17Z,330,440.1,1000,1000,0,23133851,0,200,2.8
2026-08-16T06:26:47Z,360,439.9,1000,1000,0,25055928,0,200,3.2
2026-08-16T06:27:17Z,390,436.2,1000,1000,0,26910072,0,200,3.0
2026-08-16T06:27:47Z,420,438.8,1000,1000,0,28829152,0,200,3.1
2026-08-16T06:28:17Z,450,438.9,1000,1000,0,30752227,0,200,3.7
2026-08-16T06:28:47Z,480,428.9,1000,1000,0,32607371,0,200,2.4
2026-08-16T06:29:17Z,510,440.0,1000,1000,0,34528448,0,200,2.9
2026-08-16T06:29:47Z,540,439.8,1000,1000,0,36447528,0,200,2.1
2026-08-16T06:30:18Z,570,439.8,1000,1000,0,38366929,0,200,2.6
2026-08-16T06:30:47Z,600,439.8,1000,1000,0,40225747,0,200,2.5
2026-08-16T06:31:17Z,630,439.1,1000,1000,0,42145658,0,200,3.8
2026-08-16T06:31:47Z,660,436.5,1000,1000,0,44067426,0,200,2.9
2026-08-16T06:32:17Z,690,437.5,1000,1000,0,45925043,0,200,2.4
2026-08-16T06:32:47Z,720,439.9,1000,1000,0,47845067,0,200,2.8
2026-08-16T06:33:17Z,750,436.9,1000,1000,0,49765200,0,200,2.6
2026-08-16T06:33:47Z,780,438.4,1000,1000,0,51620344,0,200,2.5
