epoch_s,total_rss_kib,pids
1784284133,61988,1
1784284138,4310716,1
1784284143,8670756,1
1784284149,13174412,1
1784284154,17601496,1
1784284159,22284784,1
1784284165,26958416,1
1784284170,32732236,1
1784284175,35544528,1
1784284181,40052852,1
1784284187,44922324,1
1784284192,49924204,1
1784284198,54812656,1
1784284204,58327328,1
1784284209,62065644,1
1784284215,67204888,1
1784284221,72354352,1
1784284227,77476304,1
1784284233,82692844,1
1784284239,87944916,1
1784284245,92877936,1
1784284251,98218544,1
1784284257,104084352,1
1784284263,108640140,1
