target,version,peers,prefixes_per_peer,required,received,monitor_seconds,elapsed_seconds,prefix_received_seconds,testers_seconds,total_time_seconds,max_cpu_percent,max_mem_gb,tester_errors,tester_timeouts
rustbgpd,rustbgpd 0.51.0,2,100000,200000,200000,0,16,3,13,25.87,201,0.238,0,0
