epoch_s,total_rss_kib,pids
1786214183,71604,7
1786214188,73340,7
1786214193,74592,7
1786214198,76068,7
1786214203,76336,7
1786214208,78428,7
1786214213,78720,7
1786214219,78860,7
1786214224,80128,7
1786214229,81552,7
1786214234,83000,7
1786214239,83664,7
1786214244,83780,7
1786214249,84292,7
1786214254,356596,7
1786214259,555092,7
1786214264,720408,7
1786214269,814656,7
1786214274,928680,7
1786214279,930364,7
1786214284,931972,7
1786214289,933644,7
1786214294,935284,7
1786214299,936828,7
1786214304,938412,7
1786214309,939996,7
1786214314,941572,7
1786214319,943140,7
1786214324,944696,7
1786214329,946256,7
1786214334,948076,7
1786214339,949780,7
1786214344,950884,7
1786214349,952496,7
1786214354,953728,7
1786214359,955204,7
1786214364,956728,7
1786214369,958188,7
1786214375,959600,7
1786214380,961600,7
1786214385,962612,7
1786214390,963960,7
1786214395,965460,7
1786214400,966796,7
1786214405,968216,7
1786214410,969716,7
1786214415,971032,7
1786214420,972624,7
1786214425,973768,7
1786214430,975196,7
1786214435,976560,7
1786214440,978100,7
1786214445,979284,7
1786214450,980740,7
1786214455,981980,7
1786214460,983324,7
1786214465,984684,7
1786214470,986020,7
1786214475,987360,7
1786214480,988676,7
1786214485,990076,7
1786214490,990988,7
1786214495,992324,7
1786214500,994192,7
1786214505,995112,7
1786214510,996476,7
1786214515,997896,7
1786214520,914624,7
1786214525,836684,7
1786214530,836796,7
1786214536,836692,7
1786214541,836788,7
1786214546,836792,7
1786214551,836700,7
1786214556,834676,7
1786214561,829544,7
1786214566,827168,7
1786214571,830172,7
1786214576,831996,7
1786214581,852028,7
1786214586,834168,7
1786214591,833852,7
1786214596,834024,7
1786214601,832064,7
1786214606,831708,7
1786214611,830408,7
1786214616,832628,7
1786214621,851272,7
1786214626,852716,7
1786214631,833856,7
1786214636,833908,7
1786214641,832232,7
1786214646,832240,7
1786214651,829368,7
1786214656,831788,7
1786214661,832592,7
1786214666,851816,7
1786214671,834960,7
1786214676,834860,7
1786214681,834956,7
