timestamp,elapsed_sec,rss_mb,intern_size,established,flaps_total,msgs_sent_total,max_prefix_exceeded_total,readyz_code,readyz_ms
2026-09-20T23:24:15Z,0,482.4,1000,1000,0,1031714,0,200,1.5
2026-09-20T23:24:44Z,30,483.7,1000,1000,0,2912517,0,200,0.5
2026-09-20T23:25:14Z,60,523.6,1000,1000,0,5776222,0,200,2.5
2026-09-20T23:25:45Z,90,520.7,1000,1000,0,7723861,0,200,1.1
2026-09-20T23:26:14Z,120,544.0,1000,1000,0,9599441,0,200,0.5
2026-09-20T23:26:44Z,150,525.8,1000,1000,0,11481512,0,200,1.7
2026-09-20T23:27:15Z,180,528.7,1000,1000,0,13422694,0,200,3.3
2026-09-20T23:27:44Z,210,515.3,1000,1000,0,15300239,0,200,0.9
2026-09-20T23:28:14Z,240,550.5,1000,1000,0,17181808,0,200,0.7
2026-09-20T23:28:45Z,271,555.2,1000,1000,0,19123864,0,200,0.6
2026-09-20T23:29:15Z,301,544.4,1000,1000,0,21066920,0,200,0.7
2026-09-20T23:29:45Z,331,542.6,1000,1000,0,22951954,0,200,0.6
2026-09-20T23:30:15Z,361,542.8,1000,1000,0,24832152,0,200,2.5
2026-09-20T23:30:45Z,391,538.7,1000,1000,0,26774208,0,200,0.9
2026-09-20T23:31:15Z,421,544.2,1000,1000,0,28653328,0,200,0.6
2026-09-20T23:31:45Z,451,509.8,1000,1000,0,30531448,0,200,0.4
2026-09-20T23:32:15Z,481,548.1,1000,1000,0,32474504,0,200,1.0
2026-09-20T23:32:45Z,511,512.4,1000,1000,0,34352624,0,200,0.4
2026-09-20T23:33:16Z,542,505.3,1000,1000,0,36295680,0,200,0.7
2026-09-20T23:33:46Z,572,531.1,1000,1000,0,38237721,0,200,0.5
2026-09-20T23:34:16Z,602,553.7,1000,1000,0,40116856,0,200,0.5
2026-09-20T23:34:47Z,632,520.3,1000,1000,0,42058912,0,200,0.6
2026-09-20T23:35:16Z,662,508.9,1000,1000,0,43938032,0,200,1.3
2026-09-20T23:35:46Z,692,527.0,1000,1000,0,45816152,0,200,0.5
2026-09-20T23:36:17Z,722,558.3,1000,1000,0,47759208,0,200,0.6
2026-09-20T23:36:46Z,752,540.0,1000,1000,0,49637328,0,200,0.6
2026-09-20T23:37:16Z,782,515.4,1000,1000,0,51516448,0,200,0.5
2026-09-20T23:37:47Z,812,525.8,1000,1000,0,53458504,0,200,0.5
2026-09-20T23:38:16Z,842,549.8,1000,1000,0,55337624,0,200,0.6
2026-09-20T23:38:46Z,872,552.8,1000,1000,0,57215744,0,200,0.7
2026-09-20T23:39:17Z,902,556.1,1000,1000,0,59161562,0,200,0.7
2026-09-20T23:39:46Z,932,540.4,1000,1000,0,61036920,0,200,0.5
2026-09-20T23:40:16Z,962,514.9,1000,1000,0,62916040,0,200,0.5
2026-09-20T23:40:47Z,992,569.9,1000,1000,0,64857579,0,200,0.8
2026-09-20T23:41:16Z,1022,532.9,1000,1000,0,66737216,0,200,0.5
2026-09-20T23:41:46Z,1052,538.2,1000,1000,0,68615336,0,200,0.5
2026-09-20T23:42:17Z,1082,520.0,1000,1000,0,70558392,0,200,1.0
2026-09-20T23:42:46Z,1112,524.0,1000,1000,0,72436512,0,200,0.5
2026-09-20T23:43:16Z,1142,551.6,1000,1000,0,74315632,0,200,0.5
2026-09-20T23:43:46Z,1172,529.4,1000,1000,0,76257688,0,200,1.1
2026-09-20T23:44:16Z,1202,500.4,1000,1000,0,78136808,0,200,0.6
2026-09-20T23:44:46Z,1232,544.4,1000,1000,0,80014928,0,200,0.6
2026-09-20T23:45:16Z,1262,540.8,1000,1000,0,81955178,0,200,69.5
2026-09-20T23:45:46Z,1292,523.9,1000,1000,0,83836104,0,200,0.6
2026-09-20T23:46:16Z,1322,559.0,1000,1000,0,85715224,0,200,0.5
2026-09-20T23:46:46Z,1352,528.2,1000,1000,0,87657280,0,200,0.5
2026-09-20T23:47:16Z,1382,540.4,1000,1000,0,89536400,0,200,0.7
2026-09-20T23:47:46Z,1412,547.0,1000,1000,0,91414520,0,200,0.6
