target,version,peers,prefixes_per_peer,required,received,monitor_seconds,elapsed_seconds,prefix_received_seconds,testers_seconds,total_time_seconds,max_cpu_percent,max_mem_gb,tester_errors,tester_timeouts
rustbgpd,rustbgpd 0.67.0,2,100000,200000,200000,0,4,1,3,13.61,127,0.188,0,0
