name, target, version, peers, prefixes per peer, required, received, monitor (s), elapsed (s), prefix received (s), testers (s), total time, max cpu %, max mem (GB), min idle%, min free mem (GB), flags, date, cores, Mem (GB), tester errors, tester timeouts, failed, MSG, filters, target image, tester version, monitor version
rustbgpd,rustbgpd,rustbgpd 0.67.0,2,100000,200000,200000,0,4,1,3,13.61,127,0.188,95,102.185,,2026-08-27,64,125.29GB,0,0,,,,bgperf/rustbgpd:receipt,2.19.0+branch.master.639423360c80,4.8.0
