repeat,cell,reload,peers_total,peers_changed,peers_stable,prefixes,completion_p50_s,completion_p95_s,completion_max_s,changed_maxgap_p50_ms,changed_maxgap_p95_ms,changed_maxgap_max_ms,all_observer_maxgap_p50_ms,all_observer_maxgap_p95_ms,all_observer_maxgap_max_ms,changed_first_generation_update_p50_ms,changed_first_generation_update_p95_ms,changed_first_generation_update_max_ms,rss_before_mib,rss_after_mib,stable_marker_peers,sessions_up,parse_errors
A,rustbgpd-sighup-grouped-control,1,320,320,0,183040,1.694978,1.763040,1.948188,170.986,248.036,311.375,170.986,248.036,311.375,1572.395,1649.569,1713.101,722,1227,0,320,0
A,rustbgpd-sighup-grouped-control,2,320,320,0,183040,4.351471,4.431671,4.442311,2849.675,2932.070,2994.122,2849.675,2932.070,2994.122,4203.880,4295.524,4365.026,1142,1633,0,320,0
A,rustbgpd-sighup-grouped-control,3,320,320,0,183040,4.317142,4.397026,4.406611,2813.364,2858.368,2999.792,2813.364,2858.368,2999.792,4164.702,4210.265,4351.087,1391,1949,0,320,0
A,rustbgpd-sighup-grouped-control,4,320,320,0,183040,4.337066,4.408065,4.415446,2760.943,2824.659,2931.443,2760.943,2824.659,2931.443,4202.133,4266.018,4372.510,1397,1889,0,320,0
B,rustbgpd-sighup-grouped-control,1,320,320,0,183040,1.766453,1.861811,1.870565,156.411,230.209,259.103,156.411,230.209,259.103,1579.013,1653.323,1682.109,722,1202,0,320,0
B,rustbgpd-sighup-grouped-control,2,320,320,0,183040,4.450063,4.562262,4.723463,2752.125,2888.091,2972.085,2752.125,2888.091,2972.085,4262.658,4398.556,4483.008,1142,1617,0,320,0
B,rustbgpd-sighup-grouped-control,3,320,320,0,183040,4.375635,4.482379,4.505206,2783.093,2997.556,3042.695,2783.093,2997.556,3042.695,4218.834,4432.746,4465.256,1391,1906,0,320,0
B,rustbgpd-sighup-grouped-control,4,320,320,0,183040,4.437649,4.547587,4.558568,2848.596,3084.771,3116.160,2848.596,3084.771,3116.160,4256.169,4492.072,4523.795,1396,1877,0,320,0
