1784250540.654165595,13.6,0
1784250540.720932911,15.9,0
1784250540.790169938,9.0,0
1784250540.852384742,8.0,0
1784250540.913930373,9.9,0
1784250540.977168591,8.1,0
1784250541.038625279,8.2,0
1784250541.100009058,8.2,0
1784250541.161640959,7.8,0
1784250541.222703927,8.8,0
1784250541.284804240,7.8,0
1784250541.346044053,52.5,0
1784250541.452179489,10.6,0
1784250541.515962203,15.5,0
1784250541.584730146,15.6,0
1784250541.653473233,9.2,0
1784250541.715988066,15.0,0
1784250541.784360607,10.1,0
1784250541.847553607,12.2,0
1784250541.913081486,16.4,0
1784250541.982519013,10.9,0
1784250542.046738391,11.6,0
1784250542.111400292,14.1,0
1784250542.178699024,10.8,0
1784250542.242648197,12.7,0
1784250542.308379700,10.2,0
1784250542.371289796,11.3,0
1784250542.435388293,11.5,0
1784250542.499616003,14.4,0
1784250542.567259942,14.2,0
1784250542.634594928,43.5,0
1784250542.731333023,8.8,0
1784250542.793356731,14.4,0
1784250542.860999498,14.0,0
1784250542.928239893,11.1,0
1784250542.992504168,22.7,0
1784250543.068308875,12.9,0
1784250543.134696061,10.3,0
1784250543.198086738,15.6,0
1784250543.266785477,11.3,0
1784250543.331023763,12.9,0
1784250543.397099903,10.5,0
1784250543.461200573,13.2,0
1784250543.528132996,10.7,0
1784250543.592001187,16.1,0
1784250543.662006365,15.9,0
1784250543.731126305,13.8,0
1784250543.798083445,14.2,0
1784250543.865560575,14.8,0
1784250543.933965043,10.1,0
1784250543.997648928,20.1,0
1784250544.071333870,15.8,0
1784250544.140061843,15.7,0
1784250544.209411237,11.0,0
1784250544.273440099,10.6,0
1784250544.337221551,11.2,0
1784250544.401880127,12.7,0
1784250544.468259851,11.6,0
1784250544.533096724,10.8,0
1784250544.597028821,10.2,0
1784250544.660417665,11.9,0
1784250544.726200034,13.4,0
1784250544.793234971,8.9,0
1784250544.855266700,13.2,0
1784250544.921820826,17.6,0
1784250544.992669638,14.3,0
1784250545.060625243,10.9,0
1784250545.124853214,9.8,0
1784250545.188033254,11.7,0
1784250545.252897137,13.3,0
1784250545.319898353,14.0,0
1784250545.387163544,8.9,0
1784250545.449383246,12.5,0
1784250545.515028199,11.0,0
1784250545.579109820,12.4,0
1784250545.644706972,10.5,0
1784250545.708822134,14.2,0
1784250545.776373974,14.7,0
1784250545.844217533,11.7,0
1784250545.909304320,14.8,0
1784250545.977009120,7.4,0
1784250546.037868092,7.0,0
1784250546.098296199,7.0,0
1784250546.158687840,7.4,0
1784250546.219678540,8.3,0
1784250546.281076239,8.2,0
1784250546.342394459,8.8,0
1784250546.404398347,9.0,0
1784250546.466793591,7.3,0
1784250546.527364121,7.9,0
1784250546.588701710,7.4,0
1784250546.649537348,7.7,0
1784250546.710367056,7.6,0
1784250546.771187600,7.2,0
1784250546.831724450,7.9,0
1784250546.892766426,9.8,0
1784250546.955760097,9.2,0
1784250547.018314980,10.2,0
1784250547.082004023,9.4,0
1784250547.144572647,9.5,0
1784250547.207366498,10.2,0
1784250547.270705286,9.4,0
1784250547.333278666,9.8,0
1784250547.396423754,9.3,0
1784250547.458842824,7.4,0
1784250547.519277881,7.4,0
1784250547.579900639,7.5,0
1784250547.640807933,7.4,0
1784250547.701515088,7.8,0
1784250547.762923273,7.6,0
1784250547.823587613,8.5,0
1784250547.885352292,10.4,0
1784250547.948970329,10.3,0
1784250548.012563938,9.6,0
1784250548.075263588,9.5,0
1784250548.137831881,10.3,0
1784250548.201756156,9.1,0
1784250548.264142397,9.7,0
1784250548.327161515,9.5,0
1784250548.389839403,8.3,0
1784250548.451388669,7.7,0
1784250548.512474611,7.3,0
1784250548.573419622,7.5,0
1784250548.634137663,7.4,0
1784250548.694647481,7.4,0
1784250548.755358832,7.8,0
1784250548.816365115,7.4,0
1784250548.876842234,9.5,0
1784250548.939792921,9.5,0
1784250549.002639371,10.4,0
1784250549.066471788,8.5,0
1784250549.128107884,10.3,0
1784250549.191599561,9.2,0
1784250549.254006092,10.0,0
1784250549.317171540,10.6,0
1784250549.381245689,9.1,0
1784250549.443956065,9.9,0
1784250549.507000442,10.1,0
1784250549.570350676,9.3,0
1784250549.632863176,8.7,0
1784250549.694722146,7.5,0
1784250549.755384934,7.3,0
1784250549.815890937,7.5,0
1784250549.876768066,7.5,0
1784250549.937469672,7.7,0
1784250549.998370837,7.9,0
1784250550.059606232,8.3,0
1784250550.121143471,10.6,0
1784250550.184889649,9.0,0
1784250550.247080246,10.5,0
1784250550.310608687,8.4,0
1784250550.372065114,7.2,0
1784250550.432579019,7.4,0
1784250550.493379483,7.2,0
1784250550.553789712,7.3,0
1784250550.614393562,7.5,0
1784250550.675196680,7.4,0
1784250550.735870714,9.9,0
1784250550.798920309,9.9,0
1784250550.861873659,9.2,0
1784250550.924098137,10.9,0
1784250550.988233918,9.1,0
1784250551.050698586,9.6,0
1784250551.113388471,10.1,0
1784250551.177134759,9.0,0
1784250551.239384535,9.9,0
1784250551.302487519,10.0,0
1784250551.365767108,9.5,0
1784250551.428523282,9.9,0
1784250551.491714078,9.5,0
1784250551.554354959,10.4,0
1784250551.618061728,9.5,0
1784250551.681017021,9.2,0
1784250551.743417823,10.6,0
1784250551.807253425,8.8,0
1784250551.869399124,9.2,0
1784250551.931708089,12.1,0
1784250551.997118030,9.6,0
1784250552.060119802,8.8,0
1784250552.122400294,9.5,0
1784250552.185445882,9.3,0
1784250552.247990930,9.5,0
1784250552.311009277,10.1,0
1784250552.374342906,9.1,0
1784250552.436846612,9.1,0
1784250552.499188906,11.0,0
1784250552.563506230,8.5,0
1784250552.625402185,9.8,0
1784250552.688607733,9.0,0
1784250552.750916387,10.9,0
1784250552.815030566,9.7,0
1784250552.877946029,9.0,0
1784250552.940066351,9.7,0
1784250553.002974883,10.0,0
1784250553.066300561,9.8,0
1784250553.129386840,9.9,0
1784250553.192627530,9.5,0
1784250553.255426759,10.0,0
1784250553.318751996,9.7,0
1784250553.381669351,9.7,0
1784250553.444637062,9.6,0
1784250553.507340348,10.6,0
1784250553.571270791,9.5,0
1784250553.634081427,9.8,0
1784250553.697190320,9.7,0
1784250553.760267125,9.3,0
1784250553.823181817,8.8,0
1784250553.885483840,12.1,0
1784250553.950629165,9.2,0
1784250554.013471898,8.8,0
1784250554.075907492,8.1,0
1784250554.137297439,10.2,0
1784250554.200811118,9.0,0
1784250554.263060923,10.0,0
1784250554.326257628,9.6,0
1784250554.389085269,10.4,0
1784250554.452927250,9.6,0
1784250554.515927610,9.6,0
1784250554.578759167,10.1,0
1784250554.642152927,8.5,0
1784250554.703771607,10.7,0
1784250554.767705085,10.0,0
1784250554.830991043,10.2,0
1784250554.895111371,10.0,0
1784250554.958753202,7.8,0
1784250555.019925032,8.8,0
1784250555.082116400,10.1,0
1784250555.145460114,11.1,0
1784250555.210254683,8.3,0
1784250555.271741995,9.5,0
1784250555.334335115,10.4,0
1784250555.397910717,9.4,0
1784250555.460712059,9.0,0
1784250555.522952670,11.4,0
1784250555.587537224,8.6,0
1784250555.649445768,10.9,0
1784250555.713485405,11.0,0
1784250555.777860675,8.2,0
1784250555.839338133,8.8,0
1784250555.901338815,10.4,0
1784250555.964899265,9.7,0
1784250556.027903861,9.2,0
1784250556.090416620,9.8,0
1784250556.153681496,9.7,0
1784250556.216880353,9.8,0
1784250556.280219581,9.4,0
1784250556.342886872,8.7,0
1784250556.404810518,10.8,0
1784250556.469084116,8.8,0
1784250556.531204007,10.8,0
1784250556.595161731,10.4,0
1784250556.658757934,9.0,0
1784250556.720947118,9.8,0
1784250556.783920217,9.2,0
1784250556.846315270,9.7,0
1784250556.909099656,10.3,0
1784250556.972706535,9.2,0
1784250557.035214607,10.0,0
1784250557.098431952,10.0,0
1784250557.161640113,9.3,0
1784250557.224303738,10.2,0
1784250557.287764788,9.3,0
1784250557.350295424,10.3,0
1784250557.413889544,9.5,0
1784250557.476748852,9.7,0
1784250557.539587950,9.8,0
1784250557.602640788,10.0,0
1784250557.665948188,9.5,0
1784250557.728648037,10.1,0
1784250557.791983530,9.7,0
1784250557.854760605,9.3,0
1784250557.917383639,9.5,0
1784250557.980107144,10.2,0
1784250558.043429917,9.4,0
1784250558.106087002,10.3,0
1784250558.169478117,9.9,0
1784250558.232557525,10.2,0
1784250558.295926868,10.0,0
1784250558.359193857,9.1,0
1784250558.421552715,10.1,0
1784250558.484984382,9.1,0
1784250558.547291953,10.9,0
1784250558.611126423,9.0,0
1784250558.673734354,10.2,0
1784250558.737553851,8.6,0
1784250558.799507653,9.6,0
1784250558.862284137,10.2,0
1784250558.925701852,9.9,0
1784250558.988766989,10.4,0
1784250559.052407077,9.2,0
1784250559.115195308,9.1,0
1784250559.177805754,8.9,0
1784250559.240071072,11.9,0
1784250559.305554542,8.5,0
1784250559.367128234,9.3,0
1784250559.429695635,10.7,0
1784250559.493889733,9.9,0
1784250559.557078815,9.5,0
1784250559.619938164,9.4,0
1784250559.682750742,9.4,0
1784250559.745493586,9.7,0
1784250559.808533574,9.0,0
1784250559.870648507,10.0,0
1784250559.933796418,10.0,0
1784250559.996975976,9.8,0
1784250560.059965099,9.7,0
1784250560.122848764,11.1,0
1784250560.187161109,8.8,0
1784250560.249544253,8.5,0
1784250560.311329662,10.8,0
1784250560.375552764,9.3,0
1784250560.438286003,8.4,0
1784250560.499768318,7.5,0
1784250560.560478636,7.6,0
1784250560.621167582,8.1,0
1784250560.682535275,8.2,0
1784250560.744303929,7.8,0
1784250560.805220266,7.5,0
1784250560.865942021,7.4,0
1784250560.926652640,9.9,0
1784250560.989805097,7.6,0
1784250561.050504048,7.7,0
1784250561.111299073,8.2,0
1784250561.172642319,7.7,0
1784250561.233557955,8.1,0
1784250561.295061591,7.9,0
1784250561.356208504,7.6,0
1784250561.417044870,7.1,0
1784250561.477623611,8.1,0
1784250561.538794750,11.6,0
1784250561.603671691,8.6,0
1784250561.665618432,9.8,0
1784250561.728779021,9.8,0
1784250561.791798629,10.4,0
1784250561.855395162,9.5,0
1784250561.918102332,9.2,0
1784250561.980669352,9.6,0
1784250562.043473467,9.9,0
1784250562.106640336,10.6,0
1784250562.170763257,9.6,0
1784250562.233754924,8.9,0
1784250562.295919430,9.6,0
1784250562.358912038,9.9,0
1784250562.422152437,9.2,0
