name, target, version, peers, prefixes per peer, required, received, monitor (s), elapsed (s), prefix received (s), testers (s), total time, max cpu %, max mem (GB), min idle%, min free mem (GB), flags, date,cores,Mem (GB), tester errors, failed, MSG, filters
rustbgpd,rustbgpd,rustbgpd 0.60.0,10,1000,9900,10000,0,2,1,1,8.2,7,0.041,99,103.587,,2026-07-25,64,125.29GB,6,0,,,
bird,bird,2.18+branch.master.0ee9f93bd076,10,1000,9900,10000,0,2,1,1,8.17,2,0.008,99,103.522,,2026-07-25,64,125.29GB,90000,0,,,
gobgp,gobgp,4.3.0,10,1000,9900,10000,1,3,1,2,10.28,114,0.036,97,103.488,,2026-07-25,64,125.29GB,0,0,,,
frr_c,frr_c,FRRouting 10.7.0-dev-my-manual-build (80dab24d47a7) on Linux(6.17.0-35-generic).,10,1000,9900,10000,0,3,2,1,9.26,4,0.027,99,103.503,,2026-07-25,64,125.29GB,0,0,,,
