name, target, version, peers, prefixes per peer, required, received, monitor (s), elapsed (s), prefix received (s), testers (s), total time, max cpu %, max mem (GB), min idle%, min free mem (GB), flags, date,cores,Mem (GB), tester errors, failed, MSG, filters
rustbgpd,rustbgpd,rustbgpd 0.60.0,2,100000,198000,200000,0,3,1,2,12.26,43,0.207,93,102.876,,2026-07-25,64,125.29GB,1,0,,,
bird,bird,2.18+branch.master.0ee9f93bd076,2,100000,198000,200000,1,3,1,2,13.12,6,0.027,94,103.123,,2026-07-25,64,125.29GB,200000,0,,,
gobgp,gobgp,4.3.0,2,100000,198000,200000,1,6,1,5,16.49,559,0.196,85,102.88,,2026-07-25,64,125.29GB,0,0,,,
frr_c,frr_c,FRRouting 10.7.0-dev-my-manual-build (ebab1c6c38e6) on Linux(6.17.0-35-generic).,2,100000,198000,200000,0,4,2,2,13.36,94,0.224,94,102.914,,2026-07-25,64,125.29GB,0,0,,,
